order_date,region,parcel_volume
2023-06-29,VN,297
2024-03-01,TH,322
2023-10-14,MY,590
2022-10-07,SG,434
2024-12-28,ID,896
2022-05-05,ID,110
2022-02-01,PH,408
2022-10-13,PH,393
2024-01-08,PH,516
2023-06-28,TH,381
2023-08-07,SG,430
2023-01-19,TH,266
2023-08-22,ID,903
2022-03-17,ID,589
2022-11-08,MY,1018
2024-10-16,TH,370
2023-10-06,VN,343
2024-05-06,PH,591
2024-07-18,VN,296
2022-05-30,ID,898
2023-03-30,ID,774
2023-03-21,PH,465
2023-05-31,SG,423
2023-06-21,MY,581
2024-03-19,ID,885
2022-07-21,MY,519
2024-09-11,PH,583
2022-01-24,MY,754
2024-03-21,ID,786
2022-02-03,MY,82
2024-04-14,ID,1487
2022-11-26,SG,342
2023-10-22,TH,349
2024-03-17,VN,309
2023-01-07,MY,464
2023-07-31,TH,419
2023-03-25,MY,542
2023-12-15,PH,884
2024-03-31,MY,1001
2024-05-27,MY,672
2022-07-25,TH,379
2023-09-27,MY,526
2024-10-24,ID,892
2023-04-16,SG,403
2023-10-23,MY,551
2022-12-16,ID,596
2024-02-23,MY,507
2023-10-25,ID,865
2022-06-22,ID,787
2023-10-14,VN,270
2022-02-28,VN,254
2023-02-27,ID,772
2023-07-11,PH,552
2024-05-31,ID,930
2024-04-02,SG,419
2022-11-04,VN,322
2023-11-08,PH,955
2023-02-09,PH,385
2022-11-17,MY,415
2022-04-13,ID,691
2024-04-17,TH,106
2022-09-25,VN,301
2024-10-25,MY,690
2024-10-15,MY,636
2023-03-06,TH,330
2023-06-16,VN,310
2023-11-28,VN,329
2023-03-30,TH,340
2022-05-16,ID,862
2022-10-04,TH,352
2022-01-01,PH,183
2023-03-01,VN,244
2024-12-15,PH,1091
2023-08-09,TH,386
2024-02-08,MY,1184
2023-02-20,MY,556
2022-02-06,SG,483
2023-08-29,PH,563
2024-03-18,ID,962
2023-04-08,ID,1035
2024-05-29,ID,982
2023-11-05,PH,822
2024-10-05,PH,539
2023-07-06,TH,401
2022-07-30,SG,396
2022-07-20,PH,442
2024-03-10,ID,970
2022-12-21,ID,721
2023-12-31,TH,501
2024-12-09,ID,1502
2022-03-01,SG,359
2022-05-25,ID,815
2023-01-16,ID,783
2024-01-09,VN,247
2022-10-31,TH,322
2022-05-02,ID,124
2024-08-19,TH,482
2023-02-23,ID,740
2023-05-21,PH,570
2024-02-23,TH,324
2023-04-20,SG,353
2024-06-01,VN,317
2023-04-03,MY,540
2023-07-10,ID,926
2024-08-29,SG,381
2024-03-22,VN,277
2023-03-26,MY,550
2023-08-02,VN,302
2023-11-09,VN,585
2022-03-04,TH,264
2023-06-02,VN,311
2024-04-08,TH,498
2024-01-12,TH,279
2023-01-28,MY,666
2024-11-23,VN,277
2022-03-21,TH,327
2023-09-16,TH,380
2024-09-28,SG,459
2022-06-04,PH,470
2023-03-18,SG,351
2024-06-14,PH,585
2024-11-29,PH,607
2022-03-04,PH,374
2023-09-08,SG,602
2022-11-01,VN,341
2022-06-22,MY,532
2023-02-19,ID,828
2023-06-14,PH,510
2023-10-17,ID,849
2024-09-14,MY,607
2022-09-13,SG,373
2024-07-01,VN,364
2024-05-16,SG,392
2023-04-03,PH,551
2024-04-19,PH,536
2023-08-13,ID,923
2024-11-18,TH,385
2023-03-16,MY,488
2023-09-11,VN,340
2023-07-25,TH,393
2024-01-13,VN,262
2024-03-10,SG,406
2023-12-03,ID,870
2022-04-30,PH,470
2024-04-02,MY,1189
2023-05-14,PH,568
2023-01-19,SG,652
2022-06-24,SG,403
2023-08-02,TH,413
2023-11-08,SG,745
2024-02-15,MY,686
2023-06-09,MY,559
2022-01-24,SG,478
2022-10-15,VN,258
2022-04-21,ID,1051
2023-01-16,SG,705
2023-07-05,SG,449
2023-08-05,VN,346
2024-02-03,MY,992
2024-10-14,PH,599
2022-01-23,TH,272
2024-12-08,MY,898
2024-02-28,PH,474
2024-05-10,VN,302
2023-08-02,SG,413
2024-02-02,SG,488
2023-09-08,TH,536
2022-07-22,TH,304
2023-05-09,PH,502
2023-02-28,PH,533
2023-07-14,SG,392
2024-01-15,PH,523
2022-04-18,ID,955
2022-01-30,ID,710
2023-12-09,SG,590
2024-04-03,VN,259
2024-01-22,ID,882
2023-08-08,ID,905
2022-05-05,MY,74
2023-02-16,PH,380
2022-09-07,MY,714
2022-11-10,SG,706
2022-05-23,TH,355
2023-07-03,ID,892
2023-11-25,TH,312
2022-11-04,SG,473
2023-09-24,VN,314
2022-02-28,PH,459
2024-11-30,SG,428
2024-09-19,VN,318
2024-08-05,VN,368
2022-08-08,TH,378
2023-01-12,PH,380
2024-06-11,PH,569
2022-06-18,TH,371
2023-05-29,TH,432
2023-01-23,MY,110
2024-01-31,PH,441
2022-08-04,SG,392
2022-10-08,TH,520
2023-03-17,MY,483
2023-01-19,PH,321
2022-04-01,ID,638
2023-09-25,VN,318
2023-12-08,PH,694
2024-10-18,PH,506
2022-12-27,SG,329
2023-09-17,ID,931
2022-03-11,ID,589
2024-06-08,ID,996
2023-09-22,VN,267
2023-08-14,TH,432
2022-01-09,VN,261
2024-10-23,PH,471
2023-06-16,PH,531
2024-07-11,MY,585
2024-08-05,ID,1063
2024-05-27,ID,1020
2023-10-17,SG,407
2023-10-17,VN,281
2022-10-21,ID,705
2023-09-03,SG,452
2023-03-22,ID,765
2023-07-28,TH,348
2022-12-25,PH,182
2023-06-11,VN,338
2023-11-13,TH,366
2024-10-03,PH,483
2022-10-28,TH,305
2024-09-05,VN,332
2023-01-03,ID,710
2024-04-23,SG,458
2024-12-24,TH,375
2024-12-11,TH,660
2023-02-21,MY,510
2023-06-25,VN,346
2024-08-25,TH,391
2024-05-05,MY,673
2023-10-06,SG,448
2022-11-15,MY,479
2023-02-07,SG,371
2022-11-25,PH,412
2022-04-01,MY,458
2024-07-14,TH,471
2024-02-26,MY,609
2024-06-03,PH,608
2022-06-09,SG,385
2023-08-22,TH,396
2024-08-06,VN,336
2022-06-01,ID,734
2023-07-09,MY,645
2024-10-30,ID,931
2022-10-15,MY,521
2024-07-04,ID,892
2022-07-29,MY,509
2023-11-18,MY,564
2023-09-06,SG,527
2022-09-14,TH,279
2023-05-25,ID,798
2024-10-17,PH,494
2022-11-08,TH,621
2024-06-21,PH,561
2024-03-27,MY,626
2024-01-19,ID,738
2024-01-15,MY,622
2023-09-03,MY,640
2023-06-21,SG,421
2022-08-03,MY,520
2024-04-05,MY,1282
2023-07-02,MY,660
2023-10-13,PH,503
2023-08-08,SG,444
2024-04-26,TH,349
2022-12-26,TH,277
2022-07-02,PH,476
2023-04-17,ID,2109
2022-12-17,VN,239
2024-10-10,VN,939
2024-02-09,TH,313
2024-04-16,VN,316
2023-12-28,VN,293
2024-07-09,TH,447
2024-06-15,ID,986
2022-11-24,VN,199
2023-08-22,MY,577
2022-09-09,ID,2142
2022-04-24,MY,1032
2022-05-12,SG,334
2023-02-24,TH,233
2023-05-01,PH,566
2024-06-25,TH,428
2022-02-02,MY,90
2024-12-30,SG,471
2024-05-30,PH,571
2023-04-07,MY,585
2022-01-01,TH,150
2022-02-27,ID,715
2022-08-15,MY,607
2023-06-13,PH,544
2024-08-07,PH,564
2024-11-17,VN,329
2022-02-22,TH,263
2022-10-20,ID,621
2022-02-16,MY,438
2022-05-03,TH,350
2024-03-04,SG,448
2022-03-16,MY,448
2022-06-15,SG,382
2024-05-21,SG,484
2024-10-12,PH,553
2023-10-22,MY,582
2022-11-18,TH,281
2024-12-22,ID,950
2022-09-28,PH,426
2022-03-18,MY,428
2024-09-02,TH,457
2024-08-21,TH,431
2023-04-12,MY,959
2023-08-15,VN,366
2022-10-07,TH,429
2024-05-09,PH,524
2024-03-27,SG,398
2024-07-22,MY,655
2024-06-25,MY,644
2023-05-15,SG,420
2023-09-06,ID,1111
2024-11-25,MY,607
2023-12-16,PH,965
2023-12-04,VN,340
2022-12-01,MY,470
2022-09-06,PH,602
2023-03-15,VN,263
2023-05-21,ID,846
2023-02-20,ID,788
2022-09-30,ID,693
2024-05-10,PH,562
2024-12-17,PH,1181
2024-09-11,SG,450
2022-05-06,TH,336
2023-04-04,VN,285
2022-06-16,VN,257
2022-04-17,ID,833
2022-09-06,MY,702
2022-07-23,PH,486
2023-08-30,MY,547
2023-01-30,SG,552
2023-07-24,VN,332
2024-08-10,ID,962
2023-06-19,MY,596
2022-02-10,SG,318
2022-07-12,TH,386
2023-02-13,MY,542
2024-09-04,SG,404
2022-11-16,TH,276
2023-10-21,MY,527
2023-11-24,TH,272
2024-01-18,PH,391
2024-10-21,ID,932
2023-02-10,PH,393
2022-11-22,VN,277
2024-02-16,MY,701
2023-02-21,ID,757
2023-12-11,MY,1023
2024-05-24,VN,318
2024-12-30,PH,853
2023-07-19,ID,838
2023-04-24,ID,134
2024-10-20,MY,644
2023-02-02,TH,281
2022-04-18,MY,611
2022-05-09,MY,925
2022-05-23,ID,887
2023-12-07,MY,624
2022-04-22,PH,428
2023-07-30,MY,656
2024-02-05,VN,853
2023-01-26,SG,379
2023-08-29,ID,886
2022-04-09,MY,528
2023-04-09,MY,778
2024-10-22,PH,581
2022-12-07,PH,594
2023-08-23,MY,540
2023-05-13,ID,949
2023-05-28,MY,659
2023-12-26,MY,524
2024-02-12,PH,581
2024-04-14,SG,439
2023-09-26,TH,380
2023-04-11,PH,494
2023-12-23,ID,815
2023-07-07,VN,306
2024-10-22,ID,1007
2023-02-22,TH,286
2022-07-19,MY,582
2023-02-05,MY,521
2022-04-03,SG,403
2023-03-01,MY,480
2023-06-23,MY,572
2023-02-02,PH,368
2022-06-26,TH,389
2024-12-25,TH,347
2022-02-09,TH,272
2023-02-09,SG,298
2024-06-20,TH,400
2022-07-26,MY,547
2022-04-19,ID,988
2022-09-13,MY,584
2023-01-27,VN,23
2024-04-30,VN,334
2024-09-20,SG,432
2023-05-23,SG,414
2024-07-20,ID,971
2022-12-03,ID,721
2022-09-29,VN,254
2024-03-03,SG,412
2022-07-29,VN,280
2024-07-26,ID,975
2022-06-10,VN,275
2022-10-23,TH,355
2023-10-11,SG,391
2023-12-13,VN,247
2023-01-18,SG,649
2024-06-25,SG,427
2022-08-19,PH,452
2023-12-26,ID,783
2024-02-05,ID,907
2022-10-14,ID,699
2022-07-17,VN,334
2024-11-14,PH,438
2022-11-04,ID,976
2022-07-10,PH,524
2022-11-06,TH,554
2023-12-23,TH,325
2023-07-05,PH,536
2023-08-08,VN,313
2023-09-01,VN,295
2022-02-17,VN,200
2024-02-14,MY,759
2024-12-03,VN,296
2022-08-07,TH,366
2022-09-28,VN,314
2022-07-04,ID,883
2022-03-13,ID,789
2023-01-09,PH,393
2023-12-13,ID,794
2023-02-26,ID,805
2024-10-17,ID,888
2022-01-09,PH,398
2024-10-01,SG,411
2024-05-07,VN,341
2024-01-08,ID,857
2024-12-17,MY,545
2022-06-14,MY,595
2022-05-29,TH,400
2024-09-11,MY,603
2024-01-22,SG,371
2023-11-23,TH,299
2023-09-10,VN,339
2024-02-21,VN,464
2023-05-04,SG,378
2023-08-27,MY,604
2022-04-25,MY,1129
2022-07-12,PH,488
2024-12-31,ID,924
2022-03-06,PH,436
2024-02-24,PH,513
2022-11-15,SG,357
2022-09-04,PH,497
2024-03-14,SG,381
2024-12-27,PH,217
2023-06-01,MY,573
2024-09-05,ID,1076
2023-04-18,SG,370
2022-09-24,TH,348
2024-06-29,VN,318
2022-04-20,VN,282
2023-05-03,ID,778
2022-11-02,TH,362
2023-01-26,VN,21
2022-12-11,ID,1337
2023-03-27,SG,407
2023-12-02,TH,321
2024-06-30,ID,1025
2024-11-07,ID,1574
2022-02-17,ID,534
2022-07-24,TH,404
2022-07-26,VN,294
2022-09-12,MY,540
2023-03-20,ID,842
2024-03-31,TH,436
2024-11-27,ID,926
2022-12-22,MY,494
2023-04-13,PH,445
2024-03-26,SG,396
2023-12-13,TH,338
2023-07-14,TH,378
2022-11-30,PH,459
2023-07-16,SG,420
2023-03-27,VN,345
2024-09-22,MY,624
2022-09-14,PH,445
2024-11-21,ID,854
2024-04-28,ID,1031
2022-01-14,TH,268
2024-11-05,SG,678
2023-09-21,SG,415
2022-10-19,VN,235
2022-07-18,MY,599
2022-09-13,PH,487
2024-02-14,SG,504
2022-01-22,PH,306
2023-10-19,VN,244
2022-10-30,TH,372
2024-02-24,VN,275
2024-05-20,MY,638
2022-01-17,MY,449
2023-06-13,TH,400
2024-02-16,ID,803
2024-01-03,VN,118
2022-07-03,ID,865
2022-12-17,SG,354
2022-04-09,TH,471
2023-03-18,TH,290
2023-11-09,MY,989
2023-02-22,MY,506
2022-02-01,SG,64
2024-01-05,ID,770
2022-05-27,PH,450
2024-01-06,SG,326
2022-03-14,MY,502
2023-04-01,TH,341
2024-02-20,SG,396
2023-08-23,PH,496
2022-08-05,TH,318
2024-10-27,PH,541
2023-10-31,PH,515
2022-04-15,PH,419
2024-02-02,TH,313
2023-05-01,ID,1391
2024-03-06,MY,523
2023-03-29,ID,744
2022-04-01,PH,402
2022-04-06,ID,719
2023-03-23,TH,284
2022-11-19,VN,244
2022-08-16,PH,531
2022-01-31,ID,709
2023-07-24,MY,634
2024-02-29,ID,798
2022-09-21,PH,452
2022-07-11,PH,567
2022-01-29,VN,657
2023-02-16,SG,348
2022-03-22,SG,355
2024-03-07,PH,449
2023-03-20,MY,548
2022-01-14,MY,386
2022-04-11,ID,772
2022-12-03,VN,229
2023-10-22,SG,364
2023-05-23,PH,497
2022-12-14,MY,455
2023-06-13,VN,314
2023-07-30,VN,353
2024-05-11,PH,596
2022-12-29,TH,298
2024-12-19,ID,805
2023-03-10,TH,288
2024-05-11,ID,1005
2023-01-25,TH,305
2024-06-22,ID,985
2022-09-29,SG,327
2022-04-20,ID,988
2024-11-14,SG,373
2024-11-01,PH,587
2022-03-15,VN,270
2022-05-04,TH,361
2022-02-23,PH,350
2022-10-17,SG,446
2023-02-02,SG,326
2024-12-21,MY,534
2024-02-22,ID,839
2024-07-26,VN,305
2024-07-16,ID,1029
2022-01-26,TH,230
2022-06-12,PH,501
2022-05-04,PH,425
2023-04-04,SG,389
2024-12-07,PH,886
2023-07-11,TH,410
2023-11-23,VN,248
2023-09-17,VN,314
2024-12-30,ID,938
2022-01-26,MY,757
2022-01-28,PH,307
2022-04-29,PH,421
2022-02-04,SG,58
2023-12-20,PH,890
2024-03-20,ID,827
2024-04-15,TH,123
2023-12-23,MY,577
2024-05-26,VN,331
2023-07-13,MY,526
2024-11-27,TH,353
2024-09-18,VN,314
2022-10-05,TH,325
2022-09-13,VN,327
2023-05-21,SG,442
2023-09-30,TH,348
2023-12-10,VN,452
2024-09-03,VN,333
2024-11-30,TH,338
2022-12-15,SG,302
2022-12-29,PH,597
2024-07-24,VN,309
2024-04-20,VN,317
2024-08-23,PH,562
2024-12-06,MY,614
2024-09-17,SG,456
2022-12-10,TH,499
2022-02-04,TH,256
2024-12-31,MY,568
2024-02-04,MY,1053
2023-11-10,VN,504
2022-03-29,ID,754
2022-11-26,TH,285
2022-04-19,MY,646
2023-11-13,VN,276
2022-06-24,VN,271
2023-10-13,SG,389
2023-11-03,TH,372
2024-06-09,VN,366
2024-12-25,MY,567
2024-11-24,VN,305
2023-06-03,ID,906
2023-11-06,MY,989
2024-04-09,ID,2631
2023-06-18,PH,564
2023-11-21,PH,484
2023-03-15,ID,777
2023-09-20,ID,880
2022-05-28,SG,423
2024-04-21,VN,347
2023-10-11,MY,508
2024-07-14,ID,1021
2023-01-07,VN,398
2022-10-23,ID,755
2024-11-18,ID,989
2022-07-29,PH,454
2023-04-11,VN,288
2022-03-19,MY,464
2023-09-13,PH,502
2024-06-05,SG,491
2023-04-11,MY,933
2022-01-10,VN,275
2023-09-15,TH,335
2024-08-02,ID,1008
2023-08-22,VN,331
2022-12-16,TH,264
2022-01-13,ID,612
2022-01-22,MY,514
2023-01-23,TH,303
2024-06-22,SG,442
2024-11-20,SG,420
2023-10-05,ID,786
2023-08-29,TH,414
2022-05-20,TH,300
2022-05-27,SG,386
2024-11-09,SG,819
2022-08-12,MY,491
2023-11-04,PH,640
2022-08-14,SG,404
2023-06-10,VN,301
2024-03-06,TH,354
2023-03-29,PH,481
2022-11-22,SG,364
2023-08-04,VN,275
2023-02-11,SG,350
2024-10-07,VN,464
2023-10-16,ID,835
2023-03-06,ID,878
2022-02-14,PH,470
2024-04-09,TH,498
2024-05-02,SG,430
2023-10-04,PH,426
2024-12-17,TH,407
2022-05-26,PH,444
2022-11-13,TH,345
2024-04-24,VN,326
2024-11-02,MY,722
2023-04-17,SG,385
2024-04-18,ID,1362
2024-12-23,ID,925
2024-10-31,TH,338
2023-01-26,TH,265
2023-10-19,PH,458
2023-06-29,PH,508
2023-06-14,TH,414
2024-05-06,ID,1010
2022-07-07,PH,483
2024-01-04,TH,319
2022-12-19,MY,505
2024-11-03,TH,539
2022-03-08,VN,277
2024-02-11,SG,85
2022-03-09,VN,237
2023-11-17,TH,306
2023-11-30,SG,309
2024-02-25,TH,400
2023-10-12,MY,494
2023-11-25,ID,811
2024-12-08,SG,581
2024-09-29,SG,457
2024-10-26,SG,561
2022-07-08,ID,796
2022-10-15,ID,779
2023-10-05,MY,522
2024-03-14,PH,478
2024-03-01,PH,413
2022-07-05,SG,437
2022-06-19,ID,841
2022-01-20,PH,319
2023-02-01,PH,381
2022-09-17,TH,357
2022-04-26,PH,457
2023-08-12,MY,594
2023-05-06,MY,578
2024-08-30,PH,555
2022-08-31,MY,508
2023-04-30,SG,451
2023-09-29,MY,557
2023-09-28,SG,394
2024-06-07,SG,430
2023-03-23,PH,414
2024-09-09,VN,1109
2023-01-28,SG,487
2022-10-23,PH,475
2022-07-30,ID,816
2024-04-05,TH,333
2024-05-18,MY,685
2024-07-17,PH,559
2024-05-13,TH,458
2023-11-02,PH,565
2022-03-15,ID,703
2022-08-02,SG,402
2024-10-11,PH,532
2023-12-18,PH,1056
2024-04-26,VN,283
2023-04-14,MY,1173
2024-03-27,PH,558
2023-11-08,VN,501
2024-10-19,PH,485
2024-03-12,VN,310
2023-11-10,PH,1008
2023-10-05,VN,255
2024-02-20,MY,543
2023-01-29,SG,531
2022-05-16,MY,595
2023-11-29,TH,327
2023-10-31,SG,387
2023-01-05,MY,416
2022-06-12,MY,542
2022-07-03,SG,402
2024-08-01,VN,315
2023-09-15,MY,542
2022-10-11,MY,549
2023-09-19,VN,290
2022-10-21,TH,323
2022-04-24,ID,1497
2022-03-29,VN,292
2023-01-14,SG,571
2022-12-09,MY,681
2023-02-17,TH,232
2023-06-27,PH,605
2024-04-29,MY,679
2023-06-26,VN,347
2022-03-25,SG,284
2023-05-23,ID,895
2023-04-23,SG,400
2024-12-13,MY,530
2022-08-29,VN,332
2023-09-13,SG,398
2022-12-28,TH,344
2024-01-23,SG,413
2023-11-26,TH,373
2022-09-08,PH,709
2023-04-12,VN,287
2022-09-10,ID,814
2022-11-24,MY,432
2023-04-28,PH,437
2022-12-17,ID,710
2023-04-26,PH,449
2023-11-29,VN,215
2024-05-02,VN,321
2024-11-22,SG,386
2023-04-03,ID,811
2023-06-21,PH,551
2023-04-25,ID,1275
2022-01-19,MY,395
2024-03-09,ID,832
2023-08-19,TH,356
2022-10-26,ID,693
2024-06-14,VN,328
2022-06-22,PH,461
2022-01-27,ID,625
2023-02-08,PH,374
2022-03-21,SG,385
2023-11-27,MY,500
2024-07-14,PH,630
2023-09-27,PH,504
2022-09-09,TH,902
2022-07-11,MY,586
2022-07-05,MY,607
2022-09-24,SG,358
2022-08-18,ID,789
2024-09-02,SG,464
2022-10-24,SG,252
2022-06-03,TH,347
2024-05-07,SG,470
2022-06-26,PH,559
2024-03-29,SG,396
2024-01-25,VN,313
2023-08-21,SG,429
2024-07-05,PH,587
2022-06-09,VN,287
2024-02-13,TH,351
2022-09-12,SG,411
2023-08-06,TH,428
2022-05-01,SG,404
2023-12-21,VN,224
2024-03-11,PH,573
2024-10-18,TH,385
2024-12-14,PH,929
2023-06-03,MY,605
2022-11-29,PH,570
2023-08-31,ID,859
2023-01-15,SG,623
2023-09-03,TH,380
2024-03-03,PH,516
2023-06-18,ID,929
2024-06-17,TH,487
2023-07-25,PH,554
2024-07-15,TH,443
2024-09-04,VN,312
2022-01-02,PH,180
2024-05-14,PH,613
2022-07-23,ID,847
2022-12-06,ID,870
2024-09-08,MY,995
2022-10-09,SG,674
2022-05-07,PH,479
2024-04-17,ID,1460
2023-01-17,TH,312
2023-03-31,PH,403
2023-06-19,PH,588
2023-01-23,ID,808
2022-05-15,MY,620
2024-02-09,VN,742
2024-09-13,TH,373
2024-12-29,TH,353
2023-05-29,MY,614
2022-05-22,SG,400
2022-06-20,PH,501
2023-12-26,PH,178
2024-03-26,PH,565
2022-01-24,TH,269
2024-09-27,TH,353
2022-10-20,SG,478
2024-04-24,MY,575
2022-11-01,PH,472
2022-08-28,PH,492
2024-10-04,MY,621
2024-09-08,VN,579
2023-08-03,TH,342
2024-07-06,SG,480
2023-06-03,TH,395
2022-06-21,PH,563
2023-11-09,ID,1518
2022-03-16,VN,230
2024-11-19,MY,614
2022-04-05,TH,311
2024-10-16,SG,373
2022-03-03,ID,662
2024-10-08,MY,974
2024-07-21,PH,661
2022-05-22,TH,351
2023-05-12,SG,420
2023-10-20,ID,782
2024-03-01,ID,782
2023-12-24,PH,1135
2023-09-20,TH,353
2022-09-21,MY,545
2024-10-30,TH,370
2022-06-18,VN,293
2023-01-13,SG,436
2023-08-15,TH,353
2022-09-07,VN,422
2022-06-02,SG,369
2023-07-26,SG,401
2023-09-18,TH,401
2023-10-07,PH,731
2023-12-31,VN,525
2023-11-16,MY,660
2023-04-25,PH,527
2024-03-14,ID,778
2024-05-07,ID,1000
2023-04-30,TH,415
2023-02-24,PH,367
2022-08-24,TH,324
2022-08-08,ID,774
2022-07-12,MY,578
2023-08-06,ID,909
2022-02-13,ID,680
2022-05-19,MY,517
2023-08-10,VN,261
2024-05-29,VN,320
2024-03-07,MY,525
2022-09-20,VN,276
2022-03-31,PH,359
2024-11-08,TH,657
2024-12-07,ID,1065
2023-12-20,ID,773
2023-02-14,MY,535
2023-11-02,ID,928
2024-05-12,TH,420
2024-05-12,VN,328
2024-06-16,ID,1039
2024-06-03,SG,494
2022-09-10,PH,430
2024-01-16,SG,398
2022-09-02,TH,327
2022-09-02,SG,333
2022-11-20,SG,390
2024-11-02,TH,433
2023-09-07,TH,438
2024-02-18,MY,828
2023-11-05,MY,907
2023-01-13,TH,252
2023-12-17,VN,301
2024-06-06,MY,625
2024-02-07,VN,804
2024-05-24,SG,395
2023-02-22,SG,369
2024-01-02,ID,802
2023-01-15,TH,312
2023-10-04,TH,361
2024-07-27,SG,428
2022-06-09,MY,524
2024-10-05,MY,589
2023-08-05,TH,452
2023-05-29,PH,591
2024-06-17,ID,1040
2023-03-05,ID,796
2022-05-17,TH,353
2023-02-25,PH,410
2022-12-11,VN,434
2023-04-08,VN,286
2022-05-07,MY,834
2022-12-15,VN,231
2022-07-13,PH,516
2022-05-21,PH,482
2024-11-25,VN,317
2022-01-01,MY,427
2024-09-03,MY,650
2023-03-26,VN,278
2024-11-30,PH,621
2022-02-27,VN,255
2023-11-24,MY,470
2023-01-31,VN,472
2023-06-12,PH,574
2024-07-23,TH,439
2022-07-12,ID,834
2022-05-26,SG,353
2022-01-31,MY,1135
2023-05-29,SG,471
2024-03-21,PH,541
2024-04-20,PH,511
2022-11-01,ID,886
2022-11-05,TH,517
2022-07-16,MY,525
2022-03-12,ID,727
2022-07-03,VN,339
2022-03-11,PH,371
2024-01-10,TH,287
2024-04-11,ID,129
2023-07-09,SG,458
2022-12-27,MY,507
2023-08-27,PH,575
2022-08-27,ID,873
2022-04-03,ID,765
2024-01-31,TH,317
2024-03-30,SG,399
2023-03-03,SG,304
2023-08-16,VN,306
2022-05-30,VN,291
2024-11-10,VN,703
2024-04-02,PH,551
2024-09-28,ID,947
2024-03-30,VN,292
2024-12-29,SG,437
2022-03-07,TH,347
2023-03-13,MY,584
2023-06-23,PH,499
2023-02-16,ID,693
2024-04-06,VN,301
2022-10-12,VN,229
2023-11-13,SG,264
2023-01-23,SG,68
2023-05-24,VN,263
2023-09-02,TH,367
2022-03-23,SG,326
2023-09-26,ID,877
2023-05-14,ID,958
2023-10-08,PH,856
2023-12-22,ID,743
2022-11-10,PH,835
2024-01-28,ID,907
2022-10-28,VN,253
2022-03-26,SG,369
2024-08-18,VN,370
2022-05-13,TH,310
2024-02-29,SG,352
2023-08-20,ID,966
2022-08-12,SG,375
2024-12-04,ID,852
2024-04-26,MY,529
2023-07-06,MY,567
2023-03-31,SG,374
2023-08-28,MY,615
2024-05-26,TH,415
2022-09-22,VN,247
2022-03-28,ID,790
2023-10-12,PH,438
2022-10-01,SG,381
2024-10-26,ID,955
2023-03-23,SG,360
2024-12-13,SG,375
2024-11-14,MY,529
2024-03-19,PH,503
2022-04-15,MY,479
2024-07-18,MY,581
2023-09-14,ID,830
2023-05-05,VN,291
2023-07-21,ID,835
2024-01-12,MY,504
2022-08-27,MY,532
2023-02-01,SG,318
2024-02-13,VN,28
2024-09-30,MY,636
2023-01-03,SG,349
2022-04-02,SG,343
2022-05-15,TH,428
2023-08-16,MY,581
2024-01-16,ID,810
2024-12-27,MY,556
2022-07-15,ID,744
2024-05-01,TH,414
2022-04-06,SG,330
2023-07-20,TH,388
2024-03-13,ID,868
2023-09-20,PH,466
2024-08-01,PH,540
2024-05-16,TH,394
2023-11-12,TH,391
2023-10-07,ID,1149
2022-11-16,VN,235
2024-01-27,VN,401
2022-04-29,SG,352
2022-06-12,TH,362
2022-05-01,ID,2150
2023-11-13,MY,351
2024-02-18,SG,588
2024-06-05,TH,399
2024-11-05,MY,946
2023-09-26,SG,399
2023-08-17,PH,524
2022-05-15,ID,862
2022-11-10,VN,460
2024-03-23,VN,237
2024-11-09,TH,861
2022-03-04,ID,650
2023-02-01,VN,371
2022-08-18,VN,245
2024-03-31,SG,425
2023-12-16,SG,330
2023-11-11,ID,5675
2023-02-27,VN,277
2024-01-12,ID,784
2022-04-26,MY,1115
2024-12-10,MY,1046
2022-09-04,TH,374
2022-10-30,VN,306
2023-07-22,ID,890
2024-02-17,MY,740
2023-10-16,SG,391
2023-09-14,MY,529
2022-10-24,MY,322
2023-06-22,TH,344
2022-09-05,SG,493
2023-05-05,ID,738
2022-06-29,PH,490
2023-11-22,ID,787
2023-12-26,SG,420
2023-08-26,ID,878
2024-03-26,MY,592
2024-05-22,PH,606
2023-10-02,PH,598
2022-08-16,VN,282
2022-04-02,MY,483
2022-10-02,ID,763
2024-12-08,VN,406
2022-09-23,MY,564
2024-11-11,SG,3149
2023-03-07,MY,474
2023-11-04,SG,585
2024-11-13,PH,462
2023-09-21,PH,475
2023-08-10,SG,408
2023-10-07,TH,487
2023-11-30,VN,257
2022-11-22,PH,442
2024-08-03,ID,1000
2024-02-12,TH,357
2022-02-28,SG,370
2024-03-21,SG,384
2023-03-12,SG,405
2022-03-10,ID,678
2024-09-23,VN,338
2022-09-27,TH,336
2023-05-18,MY,583
2023-11-02,SG,410
2024-05-29,TH,399
2024-09-27,PH,503
2023-02-12,MY,510
2023-04-08,SG,420
2022-05-31,ID,865
2022-09-23,SG,355
2024-09-17,MY,670
2023-05-18,VN,277
2022-03-09,SG,315
2022-06-20,TH,427
2022-03-30,VN,260
2024-01-21,SG,409
2024-05-09,ID,902
2024-08-22,PH,537
2022-06-08,SG,357
2023-07-27,SG,411
2023-01-02,ID,749
2022-12-03,MY,451
2022-07-17,TH,410
2023-11-15,MY,589
2023-08-13,PH,598
2023-07-06,VN,303
2023-12-24,MY,576
2024-05-25,TH,382
2024-04-21,ID,1008
2022-04-04,MY,557
2022-06-25,ID,796
2023-10-15,TH,367
