vehicle_id,vehicle_health_score,engine_temp_c,tyre_pressure_kpa,vibration_g,km_since_service,at_risk
278,81.21,104.8,235.6,0.284,2262,0
218,73.93,117.4,235.8,0.326,2299,0
266,45.55,132.8,228.5,0.61,5074,1
282,78.28,105.0,236.1,0.37,2387,0
281,70.39,114.5,236.2,0.363,2619,0
257,69.22,115.4,235.2,0.361,2908,0
290,79.1,110.8,226.8,0.274,2463,0
214,16.64,155.7,206.2,0.839,7357,1
223,60.0,114.0,228.0,0.441,4264,0
213,76.09,110.6,238.4,0.334,2833,0
271,82.73,111.4,238.7,0.28,2065,0
289,90.72,97.1,239.7,0.17,1459,0
293,62.31,123.6,226.9,0.446,3592,0
252,77.42,108.9,236.9,0.297,2579,0
213,99.73,93.2,256.0,0.138,409,0
217,84.56,102.0,240.6,0.254,2401,0
262,88.14,99.8,246.6,0.267,1108,0
289,33.04,153.5,216.9,0.688,5936,1
298,47.68,139.0,220.5,0.566,4749,1
272,89.01,96.6,252.3,0.199,1880,0
288,73.11,110.2,235.5,0.336,2829,0
247,55.29,125.6,224.5,0.515,4466,1
219,26.96,147.6,219.0,0.743,6563,1
246,77.85,106.6,241.1,0.34,2205,0
209,93.44,95.1,234.5,0.164,1336,0
267,42.07,136.1,204.7,0.84,5747,1
232,72.95,115.0,247.2,0.383,2921,0
233,68.29,110.3,235.6,0.371,3540,0
200,73.7,107.6,237.0,0.453,3163,0
299,31.7,150.7,201.6,0.735,5928,1
242,64.13,128.1,231.9,0.407,3330,0
278,59.19,125.7,223.7,0.51,4215,1
251,79.46,104.1,239.3,0.27,2795,0
264,99.75,85.8,248.0,0.095,995,0
246,23.4,153.6,208.6,0.803,7210,1
268,52.17,135.7,227.4,0.541,4598,1
219,57.4,128.3,231.3,0.468,3660,1
299,65.0,114.8,232.9,0.401,4081,0
242,75.51,112.3,239.7,0.309,2975,0
201,78.75,113.8,230.1,0.276,2147,0
295,80.11,111.6,241.1,0.27,2298,0
202,56.62,132.2,229.9,0.498,3974,1
247,85.91,105.2,244.3,0.248,2297,0
278,72.88,107.9,246.5,0.43,2843,0
237,70.73,111.7,234.8,0.356,3513,0
220,67.95,124.2,226.9,0.387,3468,0
224,82.05,103.9,242.6,0.299,2156,0
268,42.85,131.0,217.6,0.616,5946,1
257,58.19,128.0,219.2,0.528,3720,1
250,95.47,98.1,248.2,0.201,462,0
251,67.93,116.9,243.7,0.419,3522,0
231,80.24,109.0,239.4,0.296,2778,0
293,77.95,105.4,246.9,0.335,2035,0
223,64.63,118.2,237.4,0.41,3298,0
283,61.34,115.6,245.4,0.453,3766,0
277,39.58,137.1,222.0,0.701,6254,1
200,73.67,118.1,238.5,0.327,3261,0
217,37.84,129.6,218.9,0.651,6449,1
255,79.48,105.9,242.9,0.275,2673,0
215,89.12,97.1,245.0,0.182,1343,0
285,76.95,112.0,236.8,0.298,2022,0
244,81.28,97.4,245.0,0.257,2330,0
283,56.25,124.1,224.6,0.571,4792,1
211,85.72,99.8,233.4,0.235,1750,0
202,41.31,141.5,212.4,0.671,5459,1
264,44.5,137.1,231.9,0.616,5669,1
280,61.32,116.3,229.3,0.442,3767,0
299,76.98,108.2,244.4,0.304,2837,0
278,89.64,95.7,242.6,0.177,1130,0
274,74.43,113.6,243.8,0.339,2934,0
205,80.51,105.6,244.2,0.291,2340,0
260,44.56,144.1,234.0,0.62,5238,1
271,76.15,107.6,247.3,0.411,2422,0
239,91.67,94.8,252.3,0.16,1447,0
299,65.77,117.0,230.1,0.459,4047,0
298,79.5,106.7,234.2,0.31,2112,0
285,82.52,108.2,242.0,0.257,1553,0
287,89.38,97.3,246.8,0.18,1957,0
256,37.76,141.3,215.8,0.739,5312,1
282,89.69,100.2,251.1,0.183,953,0
207,79.45,103.7,241.7,0.281,1918,0
223,81.2,108.5,242.1,0.262,2495,0
266,80.81,104.8,251.1,0.272,1713,0
212,86.55,97.8,245.7,0.221,1738,0
281,85.42,95.0,236.3,0.259,1405,0
217,68.87,112.1,241.5,0.393,3313,0
234,82.17,104.3,244.0,0.302,2099,0
225,40.08,140.6,217.9,0.671,5466,1
254,94.62,93.4,243.8,0.148,1144,0
208,69.91,109.7,243.5,0.416,2925,0
281,85.38,101.6,254.6,0.36,2251,0
288,43.0,132.2,217.1,0.623,5957,1
274,81.92,100.3,244.3,0.266,2159,0
218,69.27,120.5,238.2,0.392,2761,0
229,65.0,119.2,222.8,0.43,3362,0
222,83.19,106.0,243.0,0.272,2414,0
260,70.3,120.8,225.7,0.389,2774,0
288,94.49,94.3,249.4,0.207,622,0
287,64.56,123.8,246.6,0.442,4168,0
295,42.13,140.6,212.0,0.602,5580,1
268,60.0,121.0,241.8,0.477,3954,0
222,55.87,126.8,238.9,0.486,4859,1
239,84.8,99.8,244.1,0.279,1936,0
229,37.82,145.2,221.4,0.699,5879,1
206,78.95,111.8,239.2,0.284,2150,0
280,77.58,103.5,237.5,0.283,2716,0
257,85.67,98.5,245.8,0.22,2075,0
297,48.64,132.1,219.6,0.554,4528,1
284,93.8,91.9,251.9,0.313,1464,0
264,67.09,116.9,234.6,0.409,3328,0
204,28.06,152.5,206.5,0.774,6618,1
244,60.0,129.0,234.8,0.452,4486,0
247,38.51,140.1,223.1,0.639,5414,1
267,72.96,110.6,244.4,0.335,2886,0
256,88.65,101.0,243.4,0.218,1506,0
278,45.96,135.6,229.0,0.579,5315,1
202,77.11,103.1,252.9,0.286,2212,0
211,28.31,147.4,213.2,0.756,6390,1
295,73.29,111.2,238.5,0.338,2331,0
243,60.05,126.9,234.6,0.489,4367,0
282,72.54,117.6,224.4,0.338,2448,0
285,78.79,103.6,232.6,0.303,2538,0
212,57.01,123.3,225.5,0.51,3690,1
270,77.94,112.1,238.3,0.356,2585,0
217,40.76,138.4,220.6,0.622,5310,1
215,89.25,100.4,248.2,0.283,1713,0
224,54.65,127.6,219.3,0.57,4775,1
275,64.35,120.3,239.8,0.402,4205,0
209,39.48,139.6,221.2,0.715,6039,1
266,67.55,121.9,235.0,0.477,3894,0
238,68.48,110.4,238.1,0.399,3796,0
226,69.25,114.4,231.9,0.397,2951,0
223,80.99,110.1,240.6,0.26,2095,0
234,98.87,89.9,245.4,0.105,591,0
234,82.12,104.6,229.4,0.257,1935,0
231,79.16,111.4,239.6,0.27,2659,0
251,62.69,123.4,242.3,0.515,3632,0
299,71.71,117.2,233.5,0.449,3510,0
245,64.96,124.4,223.9,0.46,3649,0
218,89.68,92.8,250.2,0.257,1244,0
261,80.59,104.5,239.0,0.283,2663,0
282,100.0,86.5,255.1,0.099,821,0
259,91.15,98.6,251.6,0.183,1132,0
253,52.49,134.3,223.3,0.57,5113,1
266,78.56,98.0,243.2,0.348,2358,0
288,75.68,104.1,238.9,0.318,2194,0
207,78.69,99.6,229.0,0.279,2789,0
298,78.98,104.2,237.8,0.322,2633,0
289,57.38,126.1,224.1,0.469,3669,1
296,77.86,115.0,231.3,0.456,2046,0
249,68.08,111.6,229.9,0.431,3786,0
285,44.87,146.1,226.2,0.593,4735,1
208,64.03,122.3,232.8,0.614,3718,0
241,84.14,105.4,232.6,0.265,1419,0
287,80.8,108.8,235.3,0.259,2630,0
227,78.77,102.0,240.9,0.316,1994,0
276,42.73,135.9,221.0,0.603,5588,1
231,31.96,143.4,213.2,0.697,6966,1
258,72.89,115.2,242.1,0.43,3102,0
265,41.33,135.9,222.4,0.702,5470,1
287,90.23,97.1,243.7,0.263,1270,0
234,24.13,151.4,206.7,0.771,7590,1
278,93.3,101.0,247.6,0.169,1275,0
243,48.85,130.6,211.9,0.561,5543,1
239,75.76,105.8,240.9,0.329,2134,0
207,72.89,114.6,230.0,0.353,3277,0
207,36.76,143.1,225.0,0.663,5598,1
277,69.02,121.5,225.2,0.391,3042,0
210,76.75,110.6,241.9,0.318,2755,0
211,60.0,124.7,218.6,0.514,4368,0
218,69.23,119.3,231.7,0.408,3298,0
233,50.69,133.4,227.8,0.621,4317,1
216,88.93,102.2,251.9,0.253,945,0
259,46.35,138.0,228.2,0.611,5607,1
282,81.28,104.2,246.3,0.298,1920,0
253,65.0,114.5,238.0,0.446,3780,0
266,61.94,121.2,236.9,0.52,4166,0
289,90.86,89.3,244.1,0.181,1619,0
289,83.81,100.4,241.3,0.362,1498,0
265,25.92,151.0,215.8,0.759,7227,1
206,89.67,103.6,253.3,0.174,1950,0
278,73.37,111.6,236.8,0.338,3216,0
275,80.02,113.6,238.2,0.262,2311,0
230,65.39,120.9,229.9,0.421,3181,0
216,74.77,104.5,233.5,0.361,2895,0
213,40.25,145.0,222.3,0.621,5920,1
227,83.04,108.2,249.8,0.247,1767,0
274,87.89,93.2,248.6,0.257,1799,0
294,95.83,96.1,249.9,0.214,1405,0
215,51.5,136.6,237.2,0.517,4580,1
241,91.45,88.3,247.7,0.236,1366,0
283,82.67,100.0,251.2,0.278,2334,0
208,46.21,139.1,216.3,0.611,5462,1
294,78.5,107.2,241.9,0.33,2601,0
201,81.16,111.6,236.2,0.262,2235,0
228,71.63,117.5,231.3,0.372,3255,0
203,69.59,118.8,230.9,0.392,3600,0
276,69.26,120.5,236.0,0.388,3690,0
242,74.56,108.0,235.7,0.318,2677,0
243,71.35,112.8,224.3,0.401,3289,0
254,92.3,104.0,245.7,0.169,1139,0
229,60.0,122.3,226.7,0.46,4433,0
275,81.11,110.1,231.6,0.323,2602,0
243,85.28,101.4,247.1,0.235,2155,0
279,28.41,147.5,217.1,0.729,6672,1
264,25.86,148.7,215.4,0.759,6948,1
267,76.58,111.8,249.8,0.407,2952,0
298,79.23,112.5,234.3,0.338,1823,0
250,86.63,103.0,238.6,0.25,1818,0
230,27.05,152.7,212.2,0.81,6489,1
272,74.0,107.2,237.5,0.33,2934,0
270,34.55,145.3,217.3,0.68,6135,1
248,25.95,153.3,216.8,0.774,7059,1
233,73.43,108.7,236.4,0.345,2371,0
293,74.72,112.9,244.8,0.325,3260,0
225,65.0,116.7,228.6,0.395,3675,0
207,61.86,120.5,228.5,0.462,3595,0
263,83.07,107.2,236.5,0.473,2395,0
208,100.0,96.1,232.0,0.094,819,0
276,86.86,106.9,234.8,0.297,1655,0
284,93.45,94.7,254.3,0.171,891,0
271,85.11,104.5,250.9,0.223,1650,0
223,42.99,140.7,213.5,0.615,4907,1
294,85.26,104.7,250.0,0.225,1714,0
208,84.77,103.1,229.6,0.261,1909,0
210,88.63,104.5,240.1,0.195,1977,0
230,80.59,103.7,239.0,0.394,2426,0
254,66.92,113.2,240.6,0.401,3073,0
271,57.99,126.8,240.2,0.464,4727,1
229,50.25,130.7,222.4,0.554,4495,1
291,68.74,123.9,234.9,0.521,3399,0
281,86.86,99.0,251.5,0.207,1511,0
223,93.39,99.5,262.3,0.224,709,0
206,77.79,110.5,247.4,0.335,2876,0
270,92.11,90.8,240.9,0.155,1377,0
217,65.0,121.8,238.5,0.41,3605,0
228,49.7,129.8,221.0,0.537,4636,1
277,51.6,140.4,234.3,0.636,5048,1
218,26.87,148.7,216.1,0.739,7240,1
235,39.93,137.1,213.3,0.662,6110,1
292,63.56,111.9,239.1,0.473,3184,0
268,72.67,109.9,240.6,0.363,2562,0
262,51.96,133.4,228.5,0.517,4232,1
299,39.59,136.9,219.5,0.629,5500,1
277,68.23,118.8,231.9,0.385,2835,0
245,55.11,128.9,231.5,0.526,4028,1
266,72.41,109.3,250.5,0.334,3192,0
253,82.69,103.9,254.4,0.262,2274,0
236,42.98,134.4,220.0,0.608,5186,1
297,34.21,149.1,203.7,0.685,6581,1
259,34.95,137.7,213.4,0.859,6331,1
274,75.25,113.7,239.8,0.413,2622,0
240,79.4,104.3,242.9,0.272,1777,0
219,78.65,108.3,246.2,0.315,2602,0
212,99.81,91.7,256.8,0.085,956,0
280,79.72,107.5,245.8,0.273,1993,0
252,77.9,116.7,236.5,0.321,2021,0
251,60.0,122.0,227.4,0.5,3778,0
212,82.4,99.2,236.3,0.276,2339,0
278,60.25,132.2,232.2,0.453,4534,0
226,85.52,103.5,249.7,0.226,1702,0
259,43.77,138.1,228.0,0.636,5776,1
235,35.9,153.2,202.2,0.68,6362,1
222,73.66,106.9,240.8,0.318,3304,0
216,47.83,133.7,217.6,0.638,5231,1
281,86.76,96.6,248.8,0.219,2261,0
209,70.7,114.2,230.1,0.406,3591,0
200,45.92,130.0,227.2,0.62,4637,1
230,85.64,102.3,240.7,0.384,1840,0
288,78.65,108.0,237.0,0.275,2208,0
270,95.79,93.2,255.0,0.129,1374,0
281,85.16,93.3,241.0,0.237,1753,0
220,63.26,124.1,238.0,0.436,4219,0
297,44.48,136.0,226.4,0.594,5808,1
211,73.42,122.9,237.2,0.323,2696,0
203,87.98,98.1,243.2,0.241,1712,0
247,82.96,101.7,250.8,0.272,1482,0
243,60.0,124.4,235.5,0.487,3828,0
229,86.05,96.7,254.7,0.212,1976,0
216,59.19,129.4,219.6,0.514,3722,1
232,75.41,106.9,237.2,0.326,2281,0
237,75.78,107.1,236.4,0.329,3204,0
260,87.89,103.5,248.9,0.205,1730,0
235,70.79,115.7,230.7,0.359,3161,0
224,91.13,98.3,242.8,0.164,1738,0
259,64.8,114.5,233.4,0.404,3660,0
258,21.13,160.9,197.9,0.807,7479,1
243,54.66,124.4,215.5,0.54,4222,1
211,87.48,93.7,244.9,0.22,1517,0
296,81.84,106.9,258.4,0.249,1872,0
251,77.93,107.9,241.0,0.29,2594,0
227,74.5,110.7,236.2,0.321,2882,0
272,67.78,120.1,237.4,0.435,2938,0
241,48.49,132.5,227.6,0.685,5296,1
216,70.39,108.2,235.4,0.355,2750,0
270,68.75,115.2,231.3,0.362,3479,0
209,98.04,92.8,242.0,0.131,242,0
227,62.81,122.3,237.4,0.467,4264,0
266,91.26,96.7,244.9,0.16,815,0
272,67.63,127.2,237.5,0.477,2828,0
299,69.78,122.3,242.2,0.456,2672,0
270,69.62,111.0,233.9,0.368,3128,0
223,68.9,111.0,226.6,0.399,3305,0
271,89.23,104.5,245.2,0.201,1097,0
275,85.88,106.3,243.8,0.255,2101,0
267,45.95,141.9,225.7,0.581,4743,1
274,100.0,88.2,249.1,0.093,1125,0
281,79.83,106.5,237.7,0.262,2235,0
256,80.6,99.4,239.5,0.292,2301,0
299,54.61,129.2,229.8,0.505,4777,1
264,71.95,111.3,242.5,0.349,3380,0
205,74.67,108.4,252.6,0.362,3110,0
217,88.52,103.5,257.8,0.204,1380,0
249,85.71,101.5,243.8,0.285,2108,0
243,26.56,155.7,207.8,0.759,6347,1
281,72.83,112.7,233.8,0.329,3064,0
267,85.9,104.2,236.9,0.231,1626,0
200,83.06,99.2,243.9,0.25,1461,0
245,84.34,99.4,237.9,0.288,2281,0
254,47.39,136.5,216.9,0.564,5527,1
298,49.4,139.8,218.4,0.666,4453,1
265,32.22,149.5,220.6,0.723,5959,1
218,88.73,99.6,245.8,0.189,1112,0
219,40.66,146.4,211.7,0.621,6244,1
231,57.15,125.5,234.2,0.466,3709,1
240,91.99,93.6,255.2,0.156,1515,0
210,76.38,110.1,236.8,0.304,2055,0
278,65.61,120.7,228.9,0.551,3702,0
206,66.86,113.1,229.0,0.402,3980,0
206,73.23,113.3,239.4,0.326,2482,0
212,10.0,159.6,208.5,0.927,8478,1
213,79.64,106.1,242.3,0.307,2573,0
256,79.84,106.5,233.3,0.28,2106,0
281,77.28,109.2,246.4,0.309,2992,0
294,86.79,93.4,244.9,0.212,1959,0
280,72.39,113.9,236.1,0.417,2603,0
268,92.65,99.7,251.0,0.157,796,0
259,29.48,155.6,220.0,0.735,7006,1
230,88.67,105.4,239.4,0.196,1005,0
241,73.4,112.7,229.8,0.32,3303,0
287,78.84,117.9,240.6,0.378,1911,0
210,87.23,97.8,245.3,0.213,2132,0
282,78.0,105.8,245.8,0.287,2176,0
281,48.61,133.8,231.8,0.565,5337,1
205,72.61,116.6,234.4,0.358,3528,0
224,73.09,115.4,239.7,0.334,2624,0
231,45.29,127.0,225.2,0.619,5666,1
291,100.0,86.1,255.8,0.142,945,0
243,60.48,126.7,221.0,0.488,4304,0
277,70.19,111.8,239.2,0.392,2926,0
260,85.96,101.4,239.8,0.215,2186,0
208,73.19,114.2,241.2,0.353,3414,0
266,76.48,111.9,232.6,0.305,2014,0
263,59.34,128.0,230.5,0.462,4425,1
287,24.0,159.7,208.8,0.791,6563,1
292,77.27,111.9,252.8,0.301,2180,0
258,49.82,127.7,219.5,0.566,4723,1
287,63.03,123.8,226.3,0.538,4327,0
213,42.49,143.2,229.7,0.604,5759,1
261,84.95,104.6,249.3,0.242,2468,0
257,99.73,95.4,253.8,0.111,491,0
217,70.35,116.2,233.1,0.369,3389,0
253,68.59,116.2,228.1,0.448,3473,0
268,58.9,121.5,227.1,0.495,3499,1
241,80.53,114.7,238.3,0.309,1767,0
266,72.82,108.9,233.1,0.355,2326,0
274,67.83,117.3,231.5,0.377,3298,0
258,74.86,109.9,235.1,0.315,2829,0
239,85.21,97.2,249.9,0.254,1307,0
226,76.67,113.4,231.1,0.291,2281,0
266,91.71,99.0,250.0,0.191,1647,0
290,78.64,109.1,242.1,0.291,1962,0
246,39.81,138.7,218.8,0.622,5940,1
250,82.78,106.9,246.8,0.25,2007,0
291,75.96,109.4,241.6,0.326,2140,0
229,88.33,101.8,246.4,0.213,1874,0
280,67.83,123.1,241.2,0.413,3752,0
225,74.46,101.9,223.5,0.313,2810,0
225,46.85,139.2,236.2,0.581,5171,1
228,83.82,113.3,250.4,0.304,1442,0
205,86.31,108.5,255.1,0.277,2306,0
246,71.85,117.0,231.6,0.473,3447,0
235,34.82,150.3,216.9,0.726,6732,1
223,80.79,102.9,243.6,0.316,2520,0
275,64.62,121.0,230.6,0.427,3753,0
251,90.08,97.8,247.9,0.273,1892,0
219,77.76,107.0,241.7,0.511,3015,0
219,68.3,120.9,227.7,0.374,3798,0
280,68.11,116.3,239.2,0.445,2754,0
227,83.13,96.9,247.0,0.267,2361,0
239,82.86,106.3,238.9,0.241,1902,0
211,72.32,113.4,229.3,0.33,3329,0
280,59.71,127.0,231.0,0.473,3497,1
235,68.71,115.0,230.2,0.431,3287,0
270,77.42,102.3,241.7,0.288,3096,0
240,94.76,90.6,244.9,0.136,1168,0
280,100.0,86.3,261.5,0.102,67,0
240,77.88,104.7,236.2,0.338,3032,0
289,38.26,140.2,213.2,0.661,5586,1
272,65.0,122.7,233.4,0.419,4090,0
248,62.79,116.1,222.4,0.45,3438,0
248,68.5,120.3,230.0,0.391,3266,0
262,65.0,114.7,223.3,0.409,3128,0
269,84.49,101.7,245.2,0.226,2375,0
270,99.45,90.3,257.8,0.11,843,0
203,90.66,96.7,244.8,0.303,926,0
226,63.24,123.7,239.8,0.435,4139,0
243,47.15,134.5,218.3,0.717,5683,1
253,76.48,109.4,236.8,0.293,3143,0
208,43.28,128.7,226.7,0.598,4873,1
219,82.16,106.8,247.0,0.278,2469,0
246,80.62,114.0,244.6,0.36,2757,0
244,68.97,114.4,242.1,0.373,3831,0
261,86.01,104.5,244.5,0.213,2321,0
206,78.5,105.0,242.5,0.287,2879,0
279,83.97,107.6,239.6,0.251,2448,0
230,29.86,151.7,225.5,0.723,6220,1
255,63.65,119.4,229.8,0.416,4237,0
294,77.04,107.8,238.6,0.315,2875,0
237,48.19,136.6,225.3,0.581,4771,1
231,57.91,125.9,233.4,0.537,4125,1
226,68.83,111.6,239.3,0.372,3032,0
265,72.72,107.1,221.2,0.338,3149,0
295,69.02,118.7,246.1,0.362,2785,0
255,88.25,96.9,255.7,0.238,1369,0
219,83.77,103.9,251.1,0.239,2247,0
294,44.17,139.8,222.7,0.6,5692,1
204,60.73,118.6,238.4,0.461,3936,0
241,99.49,86.4,253.8,0.088,778,0
212,75.91,117.0,240.8,0.391,2944,0
203,97.45,90.5,255.3,0.127,786,0
299,87.49,104.7,248.9,0.402,1810,0
208,77.68,119.0,246.4,0.307,2052,0
290,100.0,91.0,239.6,0.097,1146,0
254,85.67,98.7,244.1,0.248,1475,0
232,38.83,142.5,211.5,0.666,5740,1
286,76.09,109.6,244.9,0.325,3123,0
200,53.57,129.7,221.5,0.541,4405,1
269,74.63,114.4,236.9,0.328,2410,0
276,36.41,147.4,223.1,0.671,6422,1
236,36.99,135.5,225.7,0.664,5495,1
230,72.44,118.2,242.6,0.403,3325,0
200,73.06,114.0,242.2,0.356,2452,0
202,97.72,89.6,244.1,0.199,226,0
204,90.08,101.4,240.9,0.19,1094,0
245,82.35,100.8,234.8,0.334,1892,0
253,74.53,107.6,232.2,0.324,2651,0
242,74.49,115.9,239.4,0.339,3129,0
270,76.33,110.4,245.5,0.335,3059,0
236,97.89,98.1,257.4,0.173,604,0
279,82.91,101.8,232.0,0.269,1654,0
265,46.43,136.7,222.8,0.594,5024,1
293,47.0,136.6,221.7,0.599,5433,1
272,71.14,116.2,222.7,0.363,3605,0
212,81.03,108.6,247.0,0.253,1972,0
255,33.25,148.6,220.6,0.688,5713,1
265,58.6,125.3,226.1,0.468,4573,1
201,55.01,120.5,225.9,0.499,4222,1
204,74.28,115.3,239.2,0.312,2958,0
202,40.29,131.3,222.1,0.625,5246,1
217,73.02,108.0,233.8,0.349,2839,0
288,31.21,145.7,209.5,0.75,6363,1
224,60.0,127.6,224.0,0.605,4126,0
218,76.77,108.9,248.7,0.339,2715,0
244,44.63,144.6,229.4,0.608,5256,1
239,73.74,106.8,231.5,0.322,3404,0
299,85.59,97.8,239.2,0.272,2388,0
210,79.84,98.1,235.0,0.281,1964,0
284,90.88,93.2,238.6,0.282,1312,0
222,72.65,110.7,249.2,0.423,2866,0
230,77.58,114.9,235.8,0.283,2401,0
248,65.3,123.7,238.0,0.431,2990,0
297,79.08,108.7,239.0,0.341,2500,0
223,75.78,109.3,237.9,0.305,2392,0
234,89.6,101.9,245.0,0.199,897,0
265,73.75,117.4,240.3,0.343,3046,0
267,75.76,108.0,238.1,0.347,3099,0
236,73.25,110.6,242.3,0.358,2314,0
213,80.27,105.0,248.6,0.266,2670,0
278,99.89,83.2,248.7,0.082,744,0
290,60.0,128.8,231.7,0.441,3800,0
260,79.52,105.1,231.4,0.266,2447,0
287,91.74,95.9,244.8,0.281,1314,0
225,57.22,132.2,229.1,0.476,4411,1
286,85.27,100.4,243.2,0.258,1875,0
280,91.77,102.1,247.3,0.168,1218,0
290,37.7,136.0,221.3,0.789,5324,1
293,53.36,131.9,231.2,0.512,4389,1
234,89.35,97.3,233.9,0.193,1292,0
212,84.95,96.5,245.3,0.334,1520,0
274,79.38,103.0,239.3,0.29,2097,0
266,86.11,102.4,242.0,0.26,2343,0
264,89.6,95.0,255.2,0.267,1148,0
263,79.47,109.0,230.7,0.27,1863,0
204,45.55,133.3,222.2,0.584,5668,1
266,85.22,96.1,253.0,0.263,1873,0
248,75.38,114.8,239.4,0.314,3197,0
203,91.88,98.1,242.3,0.173,734,0
285,69.69,108.6,234.5,0.365,3233,0
202,78.69,110.7,251.4,0.278,2180,0
223,87.68,101.0,252.8,0.22,1477,0
229,69.44,114.3,232.6,0.356,3488,0
278,50.2,130.8,234.3,0.551,5124,1
208,81.9,110.7,246.4,0.245,2108,0
238,93.25,97.0,233.5,0.173,615,0
236,64.9,125.4,232.6,0.404,4105,0
241,78.37,110.3,251.6,0.287,1848,0
287,82.32,106.0,241.8,0.266,2136,0
232,46.32,132.6,232.1,0.567,4805,1
235,100.0,90.6,243.9,0.099,594,0
240,59.91,128.2,222.6,0.465,3502,1
239,38.41,142.7,225.4,0.635,5262,1
295,78.05,116.4,245.5,0.287,2881,0
226,55.03,132.3,227.6,0.5,4084,1
211,68.66,111.8,240.5,0.384,2970,0
242,37.51,141.2,214.6,0.651,5334,1
208,69.88,118.3,229.2,0.39,3533,0
279,71.19,108.4,239.0,0.403,3125,0
289,47.04,134.5,221.7,0.593,5473,1
283,41.35,136.1,222.7,0.63,5516,1
280,72.58,113.5,238.7,0.331,3099,0
242,42.54,135.1,218.9,0.638,5517,1
269,77.54,113.3,251.5,0.306,2841,0
239,80.53,104.5,235.6,0.289,2065,0
285,64.93,122.5,234.1,0.46,3120,0
219,69.09,110.3,234.9,0.379,2908,0
214,65.59,118.0,235.4,0.423,3593,0
297,71.0,109.5,236.8,0.396,2798,0
236,72.77,117.9,244.0,0.372,2514,0
231,69.65,112.7,237.7,0.461,3643,0
266,87.64,100.2,241.8,0.205,1437,0
234,44.48,138.6,215.8,0.641,4761,1
274,88.26,97.0,241.4,0.351,1688,0
242,74.35,107.0,233.5,0.405,3073,0
278,50.85,132.5,229.5,0.528,4383,1
208,79.34,99.8,240.6,0.313,2354,0
272,73.91,117.5,240.5,0.334,2344,0
232,93.25,95.2,240.5,0.143,806,0
242,100.0,84.1,250.6,0.101,310,0
293,65.3,118.4,236.3,0.399,3904,0
248,94.4,97.1,255.7,0.164,693,0
207,51.66,127.8,217.0,0.557,4220,1
245,77.38,101.5,249.5,0.408,2367,0
224,65.0,119.3,241.9,0.44,4154,0
247,31.08,151.6,220.7,0.736,6506,1
221,37.63,143.9,225.8,0.648,5934,1
264,84.12,105.1,241.5,0.226,2302,0
223,45.01,140.6,217.5,0.634,5238,1
246,62.32,128.4,232.3,0.456,4067,0
295,85.11,91.9,246.1,0.243,1345,0
263,90.17,93.1,243.3,0.264,1167,0
270,74.02,112.8,241.7,0.343,2719,0
277,64.53,121.3,241.4,0.453,3414,0
291,16.12,155.1,211.7,0.847,7170,1
288,69.62,112.7,236.1,0.411,3175,0
285,74.66,118.4,223.9,0.374,2472,0
234,76.68,108.4,230.5,0.301,2518,0
262,74.96,112.1,238.2,0.375,3165,0
281,30.15,156.5,217.9,0.724,6078,1
255,84.64,103.4,235.5,0.306,1910,0
212,84.74,106.1,244.7,0.219,1742,0
250,86.2,104.0,249.2,0.26,1540,0
221,85.57,100.9,244.2,0.316,1699,0
268,75.83,109.0,235.5,0.313,2198,0
285,75.82,115.3,230.3,0.437,2739,0
270,91.19,97.5,252.3,0.163,1280,0
255,74.79,107.4,234.7,0.342,3212,0
259,74.59,115.9,248.4,0.314,2223,0
253,44.69,125.6,223.1,0.62,5542,1
244,79.81,113.5,243.6,0.352,1761,0
222,74.95,110.5,243.7,0.36,2688,0
267,75.04,111.2,236.6,0.309,2541,0
234,91.24,97.8,250.5,0.16,1005,0
215,85.86,107.3,240.8,0.267,2384,0
280,82.37,105.7,238.0,0.343,2127,0
255,68.34,116.8,229.6,0.399,3788,0
252,82.41,101.1,239.9,0.244,2161,0
251,77.87,106.0,252.7,0.291,3036,0
207,30.68,151.5,209.0,0.8,7034,1
253,65.0,120.6,236.9,0.508,3057,0
254,86.96,107.8,244.0,0.386,1437,0
251,26.14,149.5,205.1,0.762,7369,1
200,69.43,111.4,240.4,0.536,2987,0
275,70.69,116.1,233.4,0.434,3074,0
261,86.94,100.8,242.6,0.227,1373,0
275,75.91,105.7,245.7,0.391,3049,0
250,85.53,100.2,243.0,0.221,1638,0
232,43.23,141.1,222.6,0.6,5530,1
283,85.77,96.8,244.5,0.242,1796,0
235,46.64,130.8,222.6,0.626,5307,1
245,85.49,99.4,236.6,0.224,2017,0
201,60.0,121.2,235.6,0.455,3630,0
216,34.23,149.1,217.7,0.733,5880,1
211,79.66,105.1,246.2,0.267,2112,0
242,84.41,109.8,244.6,0.234,2278,0
226,82.37,100.8,249.1,0.248,1995,0
233,33.18,148.3,216.7,0.809,6432,1
276,93.67,95.2,257.3,0.15,980,0
268,61.89,122.4,226.1,0.454,3241,0
279,48.31,124.1,219.3,0.601,5043,1
281,72.01,109.4,247.8,0.362,2811,0
224,82.41,104.3,247.8,0.239,2497,0
261,66.9,110.3,245.5,0.38,3812,0
286,81.49,94.0,246.0,0.29,2357,0
230,70.6,110.0,234.7,0.368,2619,0
237,33.28,148.1,227.0,0.727,6452,1
253,86.05,103.8,233.9,0.366,1721,0
