parcel_id,parcel_value,prior_claims,account_age_days,claim_lag_days,fraud_flag
2092,45.34,0,1088,20,0
2093,77.01,0,275,10,0
2094,61.44,0,253,22,0
2095,17.54,0,915,21,0
2096,7.83,0,678,22,0
2097,19.08,1,1438,8,0
2098,38.41,0,1269,12,0
2099,77.85,0,149,24,0
2100,54.74,0,1717,25,0
2101,35.19,0,1399,11,0
2102,107.51,1,684,5,0
2103,7.15,1,1226,28,0
2104,54.67,2,1540,18,0
2105,25.56,2,1792,10,0
2106,41.18,1,484,18,0
2107,20.86,0,259,13,0
2108,47.0,0,1545,26,0
2109,6.25,0,395,23,0
2110,81.33,1,1066,6,0
2111,179.55,0,22,4,1
2112,26.09,0,1796,15,0
2113,40.05,1,462,18,0
2114,7.4,1,1122,9,0
2115,17.82,0,1730,6,0
2116,89.67,0,1634,21,0
2117,30.44,2,933,19,0
2118,12.9,1,1523,15,0
2119,28.16,1,1578,19,0
2120,24.1,0,1703,21,0
2121,7.12,2,1121,11,0
2122,8.85,0,1136,10,0
2123,338.5,0,14,4,1
2124,41.03,0,1795,23,0
2125,24.3,2,718,9,0
2126,85.07,2,327,23,0
2127,45.14,0,731,17,0
2128,19.97,0,479,13,0
2129,63.11,1,304,15,0
2130,36.15,1,1357,27,0
2131,44.21,1,625,11,0
2132,382.03,0,5,1,1
2133,16.05,1,420,23,0
2134,18.19,0,1460,26,0
2135,200.0,1,1739,12,0
2136,40.66,0,360,7,0
2137,103.94,1,1590,18,0
2138,20.73,0,275,12,0
2139,53.75,0,420,8,0
2140,37.38,0,140,17,0
2141,31.82,0,1614,18,0
2142,5.0,1,1219,20,0
2143,25.53,0,1211,13,0
2144,26.55,0,193,29,0
2145,29.09,1,700,11,0
2146,98.92,0,597,20,0
2147,8.59,0,603,25,0
2148,23.8,0,1629,27,0
2149,34.51,0,801,5,0
2150,19.95,0,1306,27,0
2151,138.12,0,1536,25,0
2152,41.54,0,1111,16,0
2153,14.21,0,256,20,0
2154,29.66,0,799,10,0
2155,440.49,0,23,2,1
2156,17.13,0,1639,7,0
2157,41.5,1,603,25,0
2158,15.11,1,931,21,0
2159,43.63,0,1098,21,0
2160,55.0,0,564,13,0
2161,100.5,0,389,18,0
2162,82.43,1,1108,14,0
2163,36.79,1,1041,15,0
2164,90.1,1,1169,11,0
2165,34.37,0,1643,6,0
2166,13.82,0,1639,26,0
2167,20.86,2,602,17,0
2168,200.0,1,921,5,0
2169,13.79,1,1115,18,0
2170,40.37,0,1104,24,0
2171,92.73,2,1563,17,0
2172,44.44,1,1566,18,0
2173,17.38,1,1376,14,0
2174,18.0,1,156,6,0
2175,29.21,1,802,15,0
2176,61.39,0,352,29,0
2177,22.66,2,637,18,0
2178,25.8,1,302,16,0
2179,94.14,1,122,17,0
2180,26.91,0,1720,6,0
2181,38.97,0,649,13,0
2182,107.65,0,1357,11,0
2183,69.03,1,1603,8,0
2184,44.48,0,580,13,0
2185,20.26,1,1267,9,0
2186,9.99,0,722,12,0
2187,24.56,5,308,0,1
2188,31.69,1,402,13,0
2189,31.38,0,553,8,0
2190,50.69,1,1472,9,0
2191,27.28,2,1225,5,0
2192,396.33,0,21,3,1
2193,10.69,0,835,23,0
2194,37.59,1,368,22,0
2195,76.37,1,1363,28,0
2196,47.89,2,447,28,0
2197,10.61,0,1016,24,0
2198,110.09,2,307,24,0
2199,33.81,0,995,8,0
2200,21.72,0,1134,24,0
2201,34.7,1,1337,9,0
2202,35.34,1,341,16,0
2203,91.87,1,704,27,0
2204,25.69,0,1775,19,0
2205,12.8,0,186,21,0
2206,46.74,0,1532,26,0
2207,112.4,2,1620,22,0
2208,44.86,0,572,24,0
2209,44.4,0,1589,25,0
2210,85.11,1,938,13,0
2211,23.24,0,1344,16,0
2212,23.01,0,255,28,0
2213,136.6,0,1350,26,0
2214,148.67,0,1187,28,0
2215,34.31,0,336,29,0
2216,57.81,0,1422,26,0
2217,31.94,1,1762,27,0
2218,32.53,0,1142,9,0
2219,10.62,2,1151,26,0
2220,17.64,0,1419,11,0
2221,10.41,0,329,13,0
2222,37.39,0,1677,24,0
2223,45.35,0,1359,16,0
2224,29.72,1,1605,28,0
2225,82.23,0,151,14,0
2226,19.52,1,1268,20,0
2227,14.48,1,704,24,0
2228,10.39,0,1098,23,0
2229,29.47,0,1572,6,0
2230,20.11,0,720,10,0
2231,112.65,0,403,5,0
2232,46.35,0,1744,21,0
2233,36.94,0,1674,27,0
2234,15.57,2,1043,27,0
2235,17.67,2,708,24,0
2236,152.99,1,1053,29,0
2237,39.45,1,1186,7,0
2238,20.0,8,237,1,1
2239,24.6,1,1787,19,0
2240,36.39,0,1081,10,0
2241,16.8,0,473,18,0
2242,56.78,0,1176,12,0
2243,35.04,0,840,22,0
2244,31.09,2,754,28,0
2245,35.93,0,1079,9,0
2246,17.56,0,1412,27,0
2247,14.82,0,328,16,0
2248,5.35,0,1395,23,0
2249,32.21,0,1184,21,0
2250,200.0,0,1208,16,0
2251,41.07,0,771,27,0
2252,7.52,0,734,21,0
2253,5.83,0,1625,8,0
2254,159.45,0,628,10,0
2255,47.96,0,1359,19,0
2256,17.85,0,859,28,0
2257,155.63,1,15,1,1
2258,22.86,1,109,29,0
2259,31.02,0,659,16,0
2260,26.67,1,319,8,0
2261,29.28,0,884,27,0
2262,53.98,0,1389,16,0
2263,224.75,1,21,1,1
2264,19.45,0,1299,7,0
2265,43.79,1,1674,6,0
2266,5.0,2,1270,10,0
2267,47.14,0,1686,22,0
2268,200.0,0,1777,15,0
2269,26.66,1,1232,19,0
2270,20.7,1,1529,9,0
2271,11.09,2,1518,11,0
2272,30.46,5,132,2,1
2273,66.05,1,1047,7,0
2274,70.52,1,106,7,0
2275,16.13,0,474,29,0
2276,14.06,0,405,25,0
2277,47.73,0,146,11,0
2278,29.79,1,1772,24,0
2279,87.4,1,1144,22,0
2280,15.01,0,92,13,0
2281,5.12,1,308,14,0
2282,47.33,1,99,21,0
2283,61.89,0,580,11,0
2284,44.87,0,1309,21,0
2285,26.66,0,1286,5,0
2286,82.03,0,570,17,0
2287,14.45,1,286,5,0
2288,17.82,2,928,29,0
2289,41.68,0,952,8,0
2290,53.64,0,1333,17,0
2291,73.43,1,1461,18,0
2292,64.48,1,706,16,0
2293,19.9,0,1799,13,0
2294,24.53,2,1684,27,0
2295,27.34,1,1542,19,0
2296,14.83,1,1102,24,0
2297,102.15,0,911,29,0
2298,143.96,1,429,24,0
2299,12.53,0,725,10,0
2300,33.95,0,422,8,0
2301,30.39,0,683,26,0
2302,67.89,1,1451,21,0
2303,29.06,0,502,19,0
2304,28.9,0,167,29,0
2305,13.72,0,1132,21,0
2306,6.34,1,381,21,0
2307,37.64,0,1751,25,0
2308,47.27,6,354,0,1
2309,38.99,0,971,23,0
2310,10.34,0,776,27,0
2311,10.82,0,1057,10,0
2312,50.16,0,576,6,0
2313,59.27,1,622,20,0
2314,78.4,0,1523,24,0
2315,124.16,1,1090,17,0
2316,14.75,0,1447,12,0
2317,21.5,0,935,11,0
2318,31.6,0,1626,9,0
2319,35.72,0,1133,16,0
2320,5.0,0,112,21,0
2321,7.47,0,438,5,0
2322,29.51,1,1507,21,0
2323,86.05,1,1136,19,0
2324,39.97,0,1395,19,0
2325,11.24,0,782,18,0
2326,32.66,0,1318,23,0
2327,25.57,1,867,18,0
2328,19.99,0,1785,25,0
2329,5.0,1,543,21,0
2330,10.76,1,764,21,0
2331,24.97,1,1058,22,0
2332,20.46,0,1265,23,0
2333,43.47,1,1371,19,0
2334,20.8,0,1170,24,0
2335,21.46,1,360,20,0
2336,23.04,2,882,11,0
2337,53.99,1,1354,21,0
2338,24.47,1,1552,19,0
2339,22.6,0,276,5,0
2340,7.78,0,1726,28,0
2341,12.16,0,1108,15,0
2342,26.31,0,579,28,0
2343,25.38,1,460,29,0
2344,138.17,0,1040,20,0
2345,123.26,0,1503,28,0
2346,24.98,2,1751,17,0
2347,7.34,0,672,14,0
2348,30.66,0,1227,14,0
2349,25.35,0,217,5,0
2350,60.35,1,398,27,0
2351,21.98,1,1612,9,0
2352,59.19,0,1482,9,0
2353,38.69,0,1268,26,0
2354,104.74,2,713,28,0
2355,35.11,0,1052,29,0
2356,45.97,1,112,5,0
2357,42.5,0,1321,8,0
2358,10.47,0,231,17,0
2359,33.14,0,1341,15,0
2360,68.39,0,248,29,0
2361,14.53,1,1524,28,0
2362,59.32,0,1519,26,0
2363,145.22,0,529,28,0
2364,5.0,0,1463,13,0
2365,38.15,2,296,8,0
2366,47.88,0,1094,29,0
2367,49.26,1,960,7,0
2368,14.5,0,133,21,0
2369,36.88,1,963,15,0
2370,53.39,0,1087,13,0
2371,26.6,1,1325,10,0
2372,24.63,2,929,12,0
2373,7.15,0,1627,6,0
2374,23.68,0,1500,18,0
2375,66.22,1,264,26,0
2376,44.46,0,704,6,0
2377,15.41,0,857,13,0
2378,52.51,2,1072,9,0
2379,11.24,1,1544,7,0
2380,98.09,0,938,23,0
2381,20.73,1,1001,12,0
2382,68.04,0,965,6,0
2383,51.43,0,895,10,0
2384,30.06,2,1133,26,0
2385,34.51,0,193,5,0
2386,26.85,0,1554,9,0
2387,21.48,1,194,27,0
2388,190.32,0,1034,28,0
2389,35.28,1,1603,26,0
2390,32.0,0,1272,22,0
2391,26.76,1,1381,8,0
2392,33.04,0,1552,29,0
2393,14.61,0,1053,12,0
2394,104.61,1,272,9,0
2395,83.27,1,432,12,0
2396,54.87,0,534,23,0
2397,125.99,2,634,14,0
2398,19.5,0,1172,13,0
2399,9.48,1,1050,13,0
2400,7.8,0,485,19,0
2401,19.25,0,1618,26,0
2402,115.49,0,1545,14,0
2403,89.0,1,995,8,0
2404,132.33,1,1789,25,0
2405,72.89,1,1621,20,0
2406,81.87,1,995,17,0
2407,46.55,1,1765,10,0
2408,19.0,0,425,8,0
2409,46.17,1,1447,7,0
2410,239.75,0,5,4,1
2411,16.98,1,677,13,0
2412,9.16,0,1247,22,0
2413,68.53,0,1627,10,0
2414,73.35,0,763,25,0
2415,11.33,0,989,25,0
2416,34.36,1,1391,13,0
2417,23.37,0,304,14,0
2418,16.21,2,843,11,0
2419,80.37,2,837,15,0
2420,118.43,2,1412,14,0
2421,18.27,1,1221,26,0
2422,20.0,5,153,2,1
2423,47.53,2,406,9,0
2424,26.52,0,400,14,0
2425,29.67,2,974,22,0
2426,13.68,1,1113,22,0
2427,114.17,0,1653,21,0
2428,33.22,1,261,28,0
2429,7.57,0,135,6,0
2430,13.98,0,324,19,0
2431,53.73,0,786,20,0
2432,86.25,1,708,28,0
2433,94.21,1,454,16,0
2434,58.74,0,1027,17,0
2435,18.41,2,1244,24,0
2436,33.79,0,563,10,0
2437,23.01,0,1227,13,0
2438,43.39,1,292,10,0
2439,22.77,0,1066,6,0
2440,62.56,0,1158,8,0
2441,36.4,0,943,7,0
2442,32.02,0,773,29,0
2443,12.26,0,1606,25,0
2444,42.54,1,1582,16,0
2445,10.09,0,857,24,0
2446,13.55,2,380,24,0
2447,22.49,1,416,15,0
2448,44.1,2,417,27,0
2449,35.66,0,669,11,0
2450,23.35,0,711,6,0
2451,60.17,0,1744,27,0
2452,61.06,2,841,18,0
2453,72.59,6,190,1,1
2454,18.13,2,1709,12,0
2455,14.81,0,94,12,0
2456,7.52,1,879,20,0
2457,24.61,0,342,27,0
2458,7.91,0,333,21,0
2459,200.0,1,710,13,0
2460,62.47,0,1238,5,0
2461,18.37,0,817,21,0
2462,50.32,0,1730,25,0
2463,30.99,0,1548,7,0
2464,77.85,0,676,22,0
2465,18.62,1,630,29,0
2466,12.44,1,1030,18,0
2467,35.88,0,1289,18,0
2468,40.66,0,472,8,0
2469,14.83,0,1433,5,0
2470,31.54,0,1718,10,0
2471,25.96,1,790,23,0
2472,6.33,0,651,11,0
2473,77.31,1,508,19,0
2474,26.38,0,1193,7,0
2475,60.8,2,1616,9,0
2476,5.0,1,1724,27,0
2477,58.78,0,1264,9,0
2478,19.0,2,1036,29,0
2479,20.74,0,614,21,0
2480,41.21,2,1452,15,0
2481,24.58,0,371,15,0
2482,45.57,1,899,10,0
2483,29.56,1,1081,9,0
2484,48.82,1,1096,13,0
2485,9.69,2,1018,16,0
2486,21.34,2,1191,7,0
2487,23.82,0,240,15,0
2488,26.51,1,1727,29,0
2489,65.67,1,545,16,0
2490,39.7,1,351,24,0
2491,36.27,0,394,29,0
2492,17.48,0,1768,14,0
2493,9.49,1,191,27,0
2494,10.29,0,1185,20,0
2495,21.39,0,181,26,0
2496,56.43,1,1756,7,0
2497,109.21,0,648,19,0
2498,99.44,2,548,9,0
2499,39.53,2,123,27,0
2500,49.29,0,1669,10,0
2501,35.04,0,1350,8,0
2502,5.69,2,239,29,0
2503,25.53,1,1049,21,0
2504,28.79,8,114,1,1
2505,54.12,0,1235,20,0
2506,490.71,0,3,0,1
2507,21.34,0,1341,14,0
2508,27.36,0,248,23,0
2509,18.94,0,432,23,0
2510,119.27,0,1336,28,0
2511,36.74,0,179,10,0
2512,20.0,8,73,2,1
2513,56.34,0,1329,12,0
2514,36.27,1,731,25,0
2515,82.01,0,1409,19,0
2516,5.0,0,1017,29,0
2517,45.77,1,542,14,0
2518,95.58,1,646,20,0
2519,28.48,7,242,2,1
2520,23.95,1,945,5,0
2521,21.55,1,1151,18,0
2522,59.66,2,1639,11,0
2523,20.47,0,374,13,0
2524,6.74,1,346,9,0
2525,42.79,1,216,24,0
2526,25.63,0,560,26,0
2527,12.7,1,687,20,0
2528,20.85,1,1253,22,0
2529,37.64,0,1680,25,0
2530,55.63,0,1629,14,0
2531,8.62,1,1659,27,0
2532,33.45,0,1197,23,0
2533,32.48,1,1454,9,0
2534,76.54,1,574,5,0
2535,19.24,0,736,6,0
2536,200.0,1,1159,25,0
2537,48.53,0,1556,27,0
2538,33.45,0,1136,28,0
2539,62.11,1,936,17,0
2540,21.12,2,1319,5,0
2541,24.17,0,1718,17,0
2542,473.57,6,13,3,1
2543,22.54,0,374,14,0
2544,33.5,1,330,26,0
2545,13.29,0,1327,5,0
2546,73.46,2,640,21,0
2547,24.17,0,1787,24,0
2548,16.56,0,1715,27,0
2549,34.08,1,1562,20,0
2550,24.72,4,81,0,1
2551,28.01,0,1116,8,0
2552,15.08,0,1606,20,0
2553,27.34,2,676,25,0
2554,341.25,0,25,2,1
2555,44.3,1,1646,21,0
2556,108.65,0,97,22,0
2557,15.34,0,1736,25,0
2558,26.15,0,720,25,0
2559,116.75,0,1379,25,0
2560,105.98,0,1469,27,0
2561,43.87,0,1521,28,0
2562,44.39,2,1330,9,0
2563,34.03,0,177,17,0
2564,56.75,1,555,12,0
2565,95.59,0,825,17,0
2566,15.28,1,788,8,0
2567,59.57,2,1385,21,0
2568,36.84,0,1226,14,0
2569,52.03,1,1403,24,0
2570,41.47,1,553,10,0
2571,45.16,2,1149,20,0
2572,46.17,1,1580,8,0
2573,43.07,0,140,29,0
2574,91.17,0,526,11,0
2575,24.9,0,228,17,0
2576,199.21,1,1296,22,0
2577,24.98,2,365,18,0
2578,12.52,0,153,10,0
2579,292.93,0,21,0,1
2580,22.4,0,1493,17,0
2581,10.44,0,277,18,0
2582,41.8,1,216,9,0
2583,39.65,1,1134,13,0
2584,17.74,0,424,8,0
2585,144.56,1,922,8,0
2586,51.5,1,1059,13,0
2587,30.76,1,720,20,0
2588,9.12,1,941,17,0
2589,17.02,1,143,10,0
2590,25.22,0,1418,27,0
2591,16.0,0,972,15,0
2592,18.6,0,1589,25,0
2593,25.92,1,606,10,0
2594,69.02,0,1728,11,0
2595,48.42,0,328,8,0
2596,20.06,0,1028,25,0
2597,173.62,1,232,17,0
2598,122.93,1,875,22,0
2599,9.4,0,1154,15,0
2600,40.71,0,1470,28,0
2601,35.49,1,992,13,0
2602,11.68,0,617,17,0
2603,94.84,0,929,12,0
2604,25.72,0,478,5,0
2605,18.69,0,451,13,0
2606,55.95,0,1108,22,0
2607,72.36,1,456,10,0
2608,15.98,0,738,17,0
2609,20.4,2,826,5,0
2610,26.73,0,755,16,0
2611,39.86,0,439,21,0
2612,26.97,1,1780,8,0
2613,23.31,2,962,25,0
2614,85.9,0,586,9,0
2615,51.9,0,1220,8,0
2616,89.83,2,159,15,0
2617,23.42,0,616,24,0
2618,28.49,0,1728,21,0
2619,49.08,0,1063,17,0
2620,135.73,0,1024,26,0
2621,53.63,1,1361,5,0
2622,41.21,0,1460,8,0
2623,42.34,1,1748,21,0
2624,51.25,1,517,16,0
2625,57.91,0,449,18,0
2626,23.26,1,877,13,0
2627,126.4,1,1685,20,0
2628,24.51,1,1576,5,0
2629,24.11,2,1020,13,0
2630,29.78,0,1174,11,0
2631,55.65,0,294,28,0
2632,48.61,0,1080,27,0
2633,48.15,0,1062,24,0
2634,5.0,0,740,23,0
2635,9.95,1,369,10,0
2636,30.45,0,951,25,0
2637,135.25,0,246,9,0
2638,200.0,0,272,25,0
2639,43.12,2,1040,22,0
2640,68.24,0,397,17,0
2641,31.7,0,1201,8,0
2642,38.73,1,1604,13,0
2643,65.72,1,1487,20,0
2644,26.51,0,664,29,0
2645,27.0,0,658,22,0
2646,30.71,0,329,15,0
2647,27.49,0,821,23,0
2648,40.06,2,1451,22,0
2649,44.79,0,1370,20,0
2650,67.77,0,1710,28,0
2651,62.58,1,1347,8,0
2652,62.32,0,1648,7,0
2653,36.49,1,1307,25,0
2654,143.9,1,619,10,0
2655,27.83,0,1539,7,0
2656,18.0,0,968,22,0
2657,51.69,0,1727,10,0
2658,35.85,0,233,28,0
2659,28.61,0,1730,29,0
2660,137.67,2,1024,6,0
2661,16.25,0,1527,28,0
2662,60.24,0,1632,21,0
2663,61.42,0,617,28,0
2664,20.73,1,1477,27,0
2665,5.0,2,1714,24,0
2666,19.24,1,263,29,0
2667,27.65,0,1294,5,0
2668,200.0,1,875,6,0
2669,32.85,1,1226,7,0
2670,23.49,0,1110,18,0
2671,44.53,1,1398,10,0
2672,168.19,2,358,26,0
2673,5.47,0,697,26,0
2674,37.2,2,934,19,0
2675,58.99,0,763,9,0
2676,39.79,0,662,12,0
2677,41.82,1,96,14,0
2678,25.86,1,1194,21,0
2679,21.47,1,523,24,0
2680,13.58,2,644,19,0
2681,237.74,0,28,0,1
2682,14.05,0,903,22,0
2683,36.8,0,1460,18,0
2684,200.0,0,1215,22,0
2685,41.76,0,246,7,0
2686,90.12,1,379,5,0
2687,200.0,0,1544,22,0
2688,52.11,0,210,21,0
2689,7.56,0,1550,18,0
2690,10.16,0,1288,18,0
2691,26.5,0,1380,9,0
2692,32.8,1,688,21,0
2693,50.41,0,136,24,0
2694,23.03,1,425,17,0
2695,29.1,0,1130,27,0
2696,22.32,0,220,13,0
2697,31.31,0,1417,20,0
2698,65.78,0,865,16,0
2699,23.82,0,710,18,0
2700,57.0,2,416,7,0
2701,200.0,2,1555,23,0
2702,38.75,1,1772,17,0
2703,39.66,0,711,27,0
2704,7.26,0,98,22,0
2705,7.04,0,1060,24,0
2706,29.85,0,839,16,0
2707,10.67,2,1072,8,0
2708,11.15,0,1194,6,0
2709,28.37,1,1756,13,0
2710,10.21,1,798,15,0
2711,52.3,0,1436,18,0
2712,19.57,0,596,25,0
2713,10.27,0,622,8,0
2714,18.02,2,1343,10,0
2715,51.14,1,1615,24,0
2716,45.49,0,1266,25,0
2717,93.56,0,361,11,0
2718,38.23,0,1387,5,0
2719,34.12,2,440,9,0
2720,97.72,0,461,18,0
2721,44.29,0,1048,15,0
2722,411.3,6,8,3,1
2723,10.58,0,1056,28,0
2724,47.82,0,1761,17,0
2725,20.66,0,1328,28,0
2726,32.52,0,91,22,0
2727,30.14,0,428,21,0
2728,69.2,1,1704,9,0
2729,25.33,0,1617,14,0
2730,22.59,1,1584,9,0
2731,200.0,0,306,28,0
2732,25.93,1,886,23,0
2733,63.84,0,1099,6,0
2734,18.93,0,830,7,0
2735,75.03,0,920,8,0
2736,327.1,0,3,0,1
2737,64.77,0,1267,23,0
2738,11.48,2,508,24,0
2739,34.95,1,1457,8,0
2740,42.51,2,1412,21,0
2741,92.7,0,584,11,0
2742,14.53,0,1640,24,0
2743,52.31,0,375,14,0
2744,46.04,0,1157,10,0
2745,86.66,1,169,5,0
2746,36.7,2,1474,25,0
2747,51.73,2,1601,7,0
2748,170.55,0,325,17,0
2749,29.57,1,902,28,0
2750,15.98,0,1468,10,0
2751,72.95,0,979,20,0
2752,29.86,0,691,5,0
2753,73.63,4,306,2,1
2754,234.93,0,29,3,1
2755,26.16,0,710,6,0
2756,304.35,0,4,4,1
2757,39.08,0,917,12,0
2758,52.61,1,1210,29,0
2759,12.58,0,451,26,0
2760,35.84,0,648,5,0
2761,41.98,0,1224,16,0
2762,39.24,0,1553,24,0
2763,19.87,0,1156,6,0
2764,69.87,2,742,29,0
2765,13.5,2,973,23,0
2766,25.8,0,472,21,0
2767,54.41,0,1271,11,0
2768,32.88,0,1787,22,0
2769,9.34,1,1436,24,0
2770,16.19,0,1793,11,0
2771,48.76,1,1593,9,0
2772,13.16,1,1762,8,0
2773,29.82,0,367,13,0
2774,15.3,0,841,7,0
2775,31.69,1,645,25,0
2776,27.99,0,1228,11,0
2777,255.12,0,6,0,1
2778,55.43,0,530,11,0
2779,60.35,0,865,28,0
2780,104.88,1,1680,5,0
2781,29.11,1,351,9,0
2782,39.1,0,994,11,0
2783,38.89,0,1684,14,0
2784,120.24,0,1135,21,0
2785,12.04,1,1590,19,0
2786,36.08,1,389,11,0
2787,7.65,1,1581,10,0
2788,28.73,1,1353,20,0
2789,16.24,0,1590,17,0
2790,238.08,8,38,2,1
2791,15.69,0,999,19,0
2792,66.06,1,136,16,0
2793,45.19,0,1286,27,0
2794,13.04,1,576,15,0
2795,120.46,0,171,24,0
2796,50.66,0,944,9,0
2797,35.9,0,445,21,0
2798,103.04,1,1254,10,0
2799,104.69,0,1104,6,0
2800,25.48,0,1555,6,0
2801,7.04,0,1228,25,0
2802,37.33,1,414,27,0
2803,35.95,1,436,18,0
2804,64.19,0,762,15,0
2805,33.87,0,1443,7,0
2806,413.05,1,6,3,1
2807,140.3,0,1717,16,0
2808,39.47,0,1428,20,0
2809,35.56,1,1792,21,0
2810,10.91,0,227,26,0
2811,24.51,1,1639,26,0
2812,9.76,0,266,25,0
2813,44.33,1,1279,28,0
2814,14.96,0,744,7,0
2815,94.22,0,1762,26,0
2816,37.41,0,532,21,0
2817,132.13,1,1077,5,0
2818,14.16,1,477,6,0
2819,11.93,1,1183,21,0
2820,27.04,2,1507,21,0
2821,19.68,0,904,9,0
2822,12.1,0,1120,8,0
2823,50.01,1,1607,8,0
2824,45.52,0,672,15,0
2825,445.37,0,8,4,1
2826,34.1,1,1001,21,0
2827,66.12,2,1473,13,0
2828,23.85,1,561,13,0
2829,48.22,0,1504,17,0
2830,35.61,1,830,17,0
2831,27.75,1,786,27,0
2832,23.89,1,333,29,0
2833,55.4,2,1094,24,0
2834,119.8,8,58,1,1
2835,44.22,0,123,22,0
2836,458.03,4,2,4,1
2837,55.25,0,1299,26,0
2838,60.72,0,723,21,0
2839,29.16,0,891,12,0
2840,28.55,1,1152,21,0
2841,19.19,1,1021,10,0
2842,73.02,0,710,7,0
2843,5.0,0,190,21,0
2844,67.62,0,175,25,0
2845,28.9,0,1563,14,0
2846,76.06,1,1454,7,0
2847,37.02,0,448,10,0
2848,27.4,0,674,26,0
2849,17.38,1,1391,16,0
2850,18.46,2,463,20,0
2851,46.59,0,686,25,0
2852,35.47,0,502,11,0
2853,73.44,0,1766,18,0
2854,16.28,2,727,29,0
2855,89.02,0,1590,5,0
2856,160.41,0,415,27,0
2857,39.68,1,1300,10,0
2858,29.27,1,632,8,0
2859,80.11,1,1466,11,0
2860,332.07,0,23,3,1
2861,59.89,0,1087,21,0
2862,62.18,1,221,11,0
2863,7.58,0,442,27,0
2864,76.39,2,375,24,0
2865,35.65,0,889,11,0
2866,67.7,2,1553,13,0
2867,20.45,2,908,8,0
2868,57.36,1,363,19,0
2869,43.49,0,444,5,0
2870,77.59,0,1704,18,0
2871,26.85,1,905,15,0
2872,200.0,0,287,20,0
2873,27.22,1,1675,14,0
2874,38.79,0,1567,13,0
2875,39.92,0,851,8,0
2876,70.04,0,641,16,0
2877,73.46,0,579,5,0
2878,47.18,2,1261,29,0
2879,35.71,2,424,25,0
2880,52.97,0,678,26,0
2881,22.44,1,1158,25,0
2882,10.45,0,1342,5,0
2883,75.27,0,292,20,0
2884,25.76,0,453,13,0
2885,35.94,0,1247,5,0
2886,13.32,0,1219,18,0
2887,15.92,0,1349,25,0
2888,75.37,1,438,12,0
2889,12.97,1,1106,22,0
2890,11.98,0,563,14,0
2891,15.29,1,1732,20,0
2892,14.01,1,1309,14,0
2893,44.87,1,391,5,0
2894,20.52,2,1094,15,0
2895,55.94,0,1296,6,0
2896,37.54,0,1520,13,0
2897,197.44,1,1672,17,0
2898,10.02,2,552,8,0
2899,5.83,1,1650,29,0
2900,42.94,0,330,24,0
2901,25.45,0,740,5,0
2902,19.32,1,1328,16,0
2903,68.07,0,680,27,0
2904,12.78,1,504,28,0
2905,95.13,0,1213,22,0
2906,28.88,1,721,5,0
2907,10.56,0,1349,9,0
2908,24.56,0,383,22,0
2909,6.61,0,1001,18,0
2910,30.18,0,1736,26,0
2911,8.28,0,1045,24,0
2912,5.0,0,650,22,0
2913,265.05,0,19,1,1
2914,34.37,0,1425,24,0
2915,26.57,2,977,5,0
2916,43.13,0,1685,28,0
2917,33.91,1,159,12,0
2918,163.33,1,960,16,0
2919,11.61,0,615,26,0
2920,23.98,1,406,17,0
2921,14.74,1,474,26,0
2922,19.71,2,209,26,0
2923,42.29,1,1044,29,0
2924,11.59,1,974,9,0
2925,13.26,0,202,28,0
2926,49.55,0,999,12,0
2927,12.97,0,515,18,0
2928,103.61,0,376,17,0
2929,73.8,0,562,18,0
2930,68.29,1,980,29,0
2931,38.63,2,1339,20,0
2932,101.8,1,552,24,0
2933,40.4,1,1543,9,0
2934,98.15,0,698,7,0
2935,19.15,2,1478,19,0
2936,142.1,1,493,10,0
2937,35.27,1,678,13,0
2938,20.41,2,1657,5,0
2939,12.0,1,1135,29,0
2940,52.78,1,1517,29,0
2941,19.93,1,211,15,0
2942,15.04,0,911,17,0
2943,18.67,0,894,6,0
2944,24.27,1,502,17,0
2945,38.76,0,877,28,0
2946,65.59,0,112,22,0
2947,70.68,0,778,16,0
2948,27.21,0,1427,12,0
2949,24.83,0,914,10,0
2950,45.43,0,525,17,0
2951,36.16,2,226,22,0
2952,42.17,0,1370,28,0
2953,47.55,2,535,5,0
2954,28.84,2,1312,12,0
2955,26.21,0,1136,16,0
2956,17.84,0,1471,29,0
2957,21.07,0,1254,23,0
2958,39.22,1,928,16,0
2959,12.87,2,585,26,0
2960,77.56,1,1580,25,0
2961,17.13,0,1256,15,0
2962,22.95,8,103,2,1
2963,78.06,2,684,22,0
2964,87.57,0,1160,13,0
2965,55.86,2,1384,19,0
2966,63.16,0,799,29,0
2967,20.11,0,220,14,0
2968,15.16,1,246,24,0
2969,13.9,1,1014,20,0
2970,33.94,1,1128,13,0
2971,11.48,1,1278,21,0
2972,50.46,0,216,27,0
2973,7.17,2,633,26,0
2974,18.8,1,1667,21,0
2975,53.13,1,94,21,0
2976,97.53,1,1103,9,0
2977,94.16,0,1741,17,0
2978,16.11,1,1550,19,0
2979,45.31,0,471,5,0
2980,53.04,1,1172,24,0
2981,19.66,0,1168,17,0
2982,25.63,1,329,20,0
2983,18.41,1,1472,29,0
2984,33.8,1,332,12,0
2985,16.84,0,1755,13,0
2986,85.99,1,1635,22,0
2987,26.32,0,336,27,0
2988,57.73,0,1617,20,0
2989,42.62,0,272,5,0
2990,28.42,0,204,17,0
2991,432.93,0,17,2,1
2992,66.53,1,1467,5,0
2993,53.8,0,410,5,0
