parcel_id,order_date,region,driver_id,vehicle_id,parcel_value,parcel_volume,vehicle_health_score,fraud_flag,is_delayed,delivery_date
855,2024-05-06,VN,1089,259,0.64,56,54.80243053528813,0,0,2024-05-09
856,2024-02-25,PH,1078,276,24.82,47,67.63024333340749,0,0,2024-02-28
857,2024-01-14,ID,1077,270,35.59,57,45.23897035000223,0,0,2024-01-15
858,2024-01-28,PH,1019,273,5.73,57,78.2232260304319,0,0,2024-01-31
859,2024-03-18,MY,1054,291,38.57,51,62.698415627167584,0,0,2024-03-20
860,2024-05-09,VN,1047,267,85.59,67,73.78415694123444,0,1,2024-05-14
861,2024-04-18,VN,1082,258,23.71,63,49.27420413803293,0,0,2024-04-21
862,2024-06-02,ID,1055,295,21.74,66,73.0607567068612,0,1,2024-06-06
863,2024-01-14,PH,1096,285,20.69,57,57.18389829781353,0,0,2024-01-18
864,2024-02-25,MY,1099,283,128.26,47,86.1642844678624,0,0,2024-02-26
865,2024-04-24,SG,1087,283,2.5,55,76.22818964698067,0,0,2024-04-28
866,2024-01-07,VN,1009,205,29.45,45,71.260651178912,0,0,2024-01-11
867,2024-01-03,SG,1051,272,15.37,49,51.04873690055799,0,0,2024-01-06
868,2024-04-20,MY,1049,227,112.12,61,100.0,0,0,2024-04-21
869,2024-05-30,VN,1033,276,5.05,62,74.98966669668668,0,0,2024-05-31
870,2024-04-16,VN,1035,230,26.5,49,75.4972018964095,0,0,2024-04-20
871,2024-01-18,PH,1060,238,26.11,42,100.0,0,0,2024-01-20
872,2024-02-07,SG,1099,249,109.64,54,76.96053641120223,0,0,2024-02-09
873,2024-04-24,PH,1015,277,12.14,55,93.11000696786941,0,0,2024-04-26
874,2024-01-15,TH,1078,285,51.77,65,100.0,0,1,2024-01-19
875,2024-04-28,SG,1017,236,7.22,54,73.93469242742984,0,0,2024-05-01
876,2024-01-28,SG,1070,287,153.93,57,74.44217681205788,0,0,2024-01-30
877,2024-02-08,TH,1046,271,44.95,69,73.67430374438999,0,1,2024-02-13
878,2024-01-17,MY,1085,214,49.21,71,66.20712631152472,0,1,2024-01-21
879,2024-03-26,MY,1031,250,28.44,54,83.19095234820549,0,0,2024-03-27
880,2024-05-05,VN,1042,269,20.95,60,43.13715979831119,0,0,2024-05-09
881,2024-02-13,ID,1082,222,11.96,48,70.49941012197255,0,0,2024-02-15
882,2024-01-25,PH,1039,224,46.32,68,50.70354305407774,0,1,2024-01-29
883,2024-05-24,ID,1064,294,154.57,67,95.19848862233067,0,1,2024-05-28
884,2024-01-13,VN,1034,245,22.3,58,82.51794475137811,0,0,2024-01-14
885,2024-01-25,ID,1068,292,107.35,68,59.70527792433654,0,1,2024-01-28
886,2024-03-08,SG,1049,222,8.05,57,73.398464135169,0,0,2024-03-10
887,2024-05-17,SG,1011,209,137.54,53,86.0976908105945,0,0,2024-05-20
888,2024-03-07,TH,1075,272,21.58,52,97.57944847966121,0,0,2024-03-09
889,2024-04-18,TH,1084,276,23.88,63,59.00194491639453,0,0,2024-04-19
890,2024-05-25,VN,1057,231,31.07,70,60.22596617576718,0,1,2024-05-30
891,2024-04-20,VN,1082,250,63.34,61,66.35018962871158,0,0,2024-04-22
892,2024-04-20,VN,1062,240,63.59,61,77.43859286178875,0,0,2024-04-21
893,2024-02-03,SG,1072,264,32.66,47,86.69635041444707,0,0,2024-02-06
894,2024-04-20,ID,1048,264,37.03,61,70.79472309845053,0,0,2024-04-24
895,2024-01-08,PH,1035,239,1.52,67,89.729779054681,0,1,2024-01-10
896,2024-06-16,VN,1053,217,18.14,59,81.27376120846885,0,0,2024-06-20
897,2024-04-22,VN,1046,235,21.23,72,51.08124127900676,0,1,2024-04-27
898,2024-03-23,SG,1031,230,40.9,42,97.7625364469713,0,0,2024-03-26
899,2024-02-11,PH,1098,253,40.86,58,59.83708259649449,0,0,2024-02-14
900,2024-06-17,SG,1094,262,61.88,56,47.58706072826256,0,0,2024-06-18
901,2024-04-10,PH,1052,200,63.12,65,57.7561042092602,0,1,2024-04-12
902,2024-01-06,SG,1031,251,13.41,48,64.02680682360274,0,0,2024-01-07
903,2024-06-28,ID,1061,299,73.52,49,76.95359269256686,0,0,2024-07-02
904,2024-01-26,VN,1036,256,0.99,61,79.68832081651018,0,0,2024-01-29
905,2024-03-04,MY,1095,208,62.97,51,100.0,0,0,2024-03-08
906,2024-02-28,MY,1037,285,5.38,58,69.44489979599028,0,0,2024-03-01
907,2024-04-18,VN,1029,291,65.4,63,76.03360673093641,0,0,2024-04-21
908,2024-04-30,VN,1057,289,37.45,45,80.4705161302286,0,0,2024-05-01
909,2024-02-02,VN,1031,273,28.75,47,70.30121543318519,0,0,2024-02-06
910,2024-05-29,VN,1065,255,58.67,46,69.06445779693017,0,0,2024-06-01
911,2024-01-21,PH,1050,246,1.85,56,79.5333594605058,0,0,2024-01-22
912,2024-03-10,ID,1010,202,12.65,57,45.8037882478482,0,0,2024-03-11
913,2024-04-21,MY,1058,201,47.91,52,59.04095831331364,0,0,2024-04-23
914,2024-01-04,TH,1019,253,93.94,55,56.55582162440082,0,0,2024-01-07
915,2024-04-03,MY,1036,236,23.99,52,71.54954175459113,0,0,2024-04-04
916,2024-03-15,MY,1072,255,14.97,63,62.33146401608286,0,0,2024-03-19
917,2024-03-02,SG,1048,230,36.57,63,83.43556900897845,0,0,2024-03-05
918,2024-04-03,VN,1018,296,48.68,52,60.0061218962454,0,0,2024-04-05
919,2024-04-04,VN,1054,295,27.25,41,73.06603910970608,0,0,2024-04-05
920,2024-05-31,VN,1039,211,104.66,62,85.32975302521488,0,0,2024-06-01
921,2024-02-24,SG,1006,257,37.06,52,70.34150006828844,0,0,2024-02-27
922,2024-05-16,ID,1004,266,1.82,63,74.38081045374834,0,0,2024-05-19
923,2024-05-10,ID,1041,225,12.62,59,35.153960091686244,0,1,2024-05-14
924,2024-01-31,TH,1087,277,29.95,47,63.46908627280133,0,0,2024-02-02
925,2024-02-09,ID,1047,211,59.82,47,46.30423798827667,0,0,2024-02-13
926,2024-02-05,ID,1006,289,12.41,49,53.0306934046191,0,0,2024-02-07
927,2024-05-31,VN,1010,215,187.02,62,69.43329100303751,0,0,2024-06-01
928,2024-01-06,PH,1072,252,19.18,48,76.65578804395068,0,0,2024-01-09
929,2024-03-06,MY,1048,271,38.02,48,96.10339871800485,0,0,2024-03-10
930,2024-03-15,ID,1029,248,0.96,63,83.0641532599711,0,0,2024-03-17
931,2024-01-04,ID,1040,248,108.09,55,60.05869813368679,0,0,2024-01-07
932,2024-03-19,SG,1002,291,77.76,53,74.53195577681055,0,0,2024-03-22
933,2024-05-13,TH,1085,206,10.87,58,64.36269511392337,0,0,2024-05-15
934,2024-04-27,PH,1039,214,135.33,63,100.0,0,0,2024-05-01
935,2024-04-22,SG,1050,235,18.98,72,63.1972772635394,0,1,2024-04-26
936,2024-04-03,VN,1083,271,58.91,52,53.55277664201071,0,0,2024-04-04
937,2024-06-27,MY,1031,273,85.46,64,96.6363743470938,0,0,2024-06-28
938,2024-03-02,TH,1047,214,67.53,63,64.426541404648,0,0,2024-03-05
939,2024-03-19,SG,1070,261,124.8,53,49.84698019587309,1,0,2024-03-21
940,2024-05-15,ID,1070,217,99.86,48,44.79870025990802,0,0,2024-05-19
941,2024-01-26,ID,1019,245,261.17,61,77.55248606286939,1,0,2024-01-29
942,2024-06-27,TH,1088,260,10.08,64,58.301044830826996,0,0,2024-06-28
943,2024-06-21,ID,1034,242,18.18,56,48.55315269991877,0,0,2024-06-25
944,2024-02-13,SG,1023,243,50.56,48,63.97927913829432,0,0,2024-02-17
945,2024-05-12,SG,1039,298,66.03,49,50.723836165047835,0,0,2024-05-15
946,2024-03-10,ID,1076,265,38.24,57,70.5379248000745,0,0,2024-03-12
947,2024-06-02,ID,1051,254,3.84,66,64.08528784343804,0,1,2024-06-05
948,2024-04-27,VN,1038,285,92.13,63,79.32413839693304,0,0,2024-04-29
949,2024-03-08,MY,1067,278,162.05,57,72.46900236510638,0,0,2024-03-12
950,2024-01-19,TH,1060,238,26.0,56,63.494257451854544,0,0,2024-01-21
951,2024-01-20,SG,1075,299,12.73,56,80.44928987568652,0,0,2024-01-21
952,2024-04-22,TH,1080,204,0.98,72,73.35379559711131,0,1,2024-04-26
953,2024-05-19,VN,1064,256,13.54,49,58.58689478579795,0,0,2024-05-20
954,2024-02-16,SG,1061,214,60.19,65,39.21163700235849,0,1,2024-02-19
955,2024-01-01,VN,1080,290,121.29,51,100.0,1,0,2024-01-04
956,2024-03-30,VN,1001,215,4.91,64,40.35134999014575,0,0,2024-04-02
957,2024-05-21,PH,1005,256,40.29,41,73.89807646634151,0,0,2024-05-23
958,2024-03-04,ID,1074,299,59.46,51,55.52650196458923,0,0,2024-03-07
959,2024-02-07,PH,1042,281,16.17,54,52.5836095001239,0,0,2024-02-09
960,2024-02-06,TH,1081,298,42.19,54,46.53254839089179,0,0,2024-02-09
961,2024-05-05,TH,1039,224,62.81,60,80.91942797094686,0,0,2024-05-07
962,2024-05-18,ID,1088,221,90.92,50,73.37906962176697,0,0,2024-05-19
963,2024-04-09,PH,1038,230,30.12,55,70.80394148429355,0,0,2024-04-12
964,2024-03-17,TH,1027,233,68.89,54,75.36150763746016,0,0,2024-03-21
965,2024-01-03,PH,1079,286,17.96,49,50.21858537741291,0,0,2024-01-04
966,2024-06-09,ID,1062,215,11.98,67,71.15241551517198,0,1,2024-06-14
967,2024-05-13,SG,1063,269,10.37,58,94.27821497212554,0,0,2024-05-14
968,2024-06-26,VN,1011,258,22.23,56,79.49520733470646,0,0,2024-06-27
969,2024-01-10,VN,1040,214,1.83,56,93.6760004004532,0,0,2024-01-11
970,2024-01-05,PH,1028,281,16.63,46,73.42508180040011,0,0,2024-01-09
971,2024-05-30,TH,1022,212,52.81,62,59.91175488148095,0,0,2024-05-31
972,2024-05-17,PH,1084,223,52.19,53,79.81715008455532,0,0,2024-05-20
973,2024-06-20,PH,1079,212,3.82,56,76.04549446951866,0,0,2024-06-23
974,2024-05-09,MY,1050,264,16.94,67,74.12147938507292,0,1,2024-05-13
975,2024-01-13,VN,1044,235,42.15,58,67.88886259247133,0,0,2024-01-14
976,2024-06-16,ID,1089,248,19.18,59,62.25875832046714,0,0,2024-06-18
977,2024-05-09,PH,1021,281,27.06,67,57.89116858096948,0,1,2024-05-12
978,2024-03-24,MY,1009,247,62.38,71,36.167245255952174,0,1,2024-03-28
979,2024-03-05,MY,1006,296,0.47,57,68.14756103499892,0,0,2024-03-06
980,2024-03-03,VN,1072,242,16.18,56,58.96310419030428,0,0,2024-03-07
981,2024-04-10,VN,1088,205,7.68,65,93.81335121517412,0,1,2024-04-15
982,2024-03-13,VN,1014,280,6.83,52,75.68774478348301,0,0,2024-03-16
983,2024-01-17,ID,1076,267,159.76,71,74.05625340193109,0,1,2024-01-19
984,2024-01-09,MY,1045,213,23.63,47,85.25972333480657,0,0,2024-01-13
985,2024-05-22,TH,1089,229,37.44,54,78.03989097051304,0,0,2024-05-26
986,2024-05-31,ID,1084,283,66.18,62,71.61227076483442,0,0,2024-06-04
987,2024-02-07,SG,1086,207,2.43,54,77.56995061247213,0,0,2024-02-09
988,2024-06-11,PH,1060,253,13.79,52,30.972487182427585,0,1,2024-06-14
989,2024-04-03,VN,1091,265,89.23,52,62.315869876334055,0,0,2024-04-07
990,2024-04-04,MY,1060,203,99.02,41,39.984658917109954,0,1,2024-04-06
991,2024-02-18,PH,1050,273,23.34,65,47.61023231748993,0,1,2024-02-23
992,2024-03-09,ID,1037,283,23.49,66,79.58869200175579,0,1,2024-03-14
993,2024-03-02,SG,1011,259,70.71,63,69.43659298870283,0,0,2024-03-04
994,2024-06-26,ID,1087,252,17.48,56,76.52236931611866,0,0,2024-06-27
995,2024-03-18,ID,1076,298,6.23,51,72.42734138929498,0,0,2024-03-21
996,2024-04-26,TH,1065,273,14.89,54,84.64650503783096,0,0,2024-04-27
997,2024-04-29,PH,1053,291,24.5,59,76.62302993755334,0,0,2024-04-30
998,2024-05-16,TH,1038,214,2.68,63,64.60721677700141,0,0,2024-05-18
999,2024-06-10,ID,1075,299,32.57,50,65.00316914586693,0,0,2024-06-11
1000,2024-03-16,SG,1038,200,67.36,57,66.198945021756,0,0,2024-03-18
1001,2024-02-04,MY,1077,221,36.05,57,70.89512237325339,0,0,2024-02-05
1002,2024-01-01,MY,1029,290,3.73,51,57.088863621445896,0,0,2024-01-03
1003,2024-02-09,PH,1047,292,29.0,47,73.85564539117807,0,0,2024-02-10
1004,2024-03-04,VN,1082,214,61.71,51,49.12671490357576,0,0,2024-03-05
1005,2024-05-29,VN,1030,273,2.99,46,97.71396335526343,0,0,2024-05-30
1006,2024-02-29,MY,1024,283,3.09,42,60.14783464036366,0,0,2024-03-01
1007,2024-03-04,ID,1067,221,23.15,51,62.674433316289644,0,0,2024-03-07
1008,2024-04-02,ID,1050,249,10.84,64,80.11849835877325,0,0,2024-04-05
1009,2024-03-12,TH,1012,247,136.5,58,75.32846540282915,0,0,2024-03-14
1010,2024-01-11,PH,1099,272,43.54,53,63.02813591336445,0,0,2024-01-14
1011,2024-04-14,TH,1062,250,16.94,51,56.26097129276876,0,0,2024-04-18
1012,2024-01-14,VN,1041,295,61.0,57,96.24194752496659,0,0,2024-01-17
1013,2024-02-29,MY,1053,216,23.49,42,60.576308985186174,0,0,2024-03-02
1014,2024-01-30,ID,1066,282,7.08,54,76.86476778336335,0,0,2024-02-03
1015,2024-02-04,MY,1079,290,13.54,57,53.120653385521706,0,0,2024-02-07
1016,2024-06-13,SG,1089,250,51.47,47,97.58912820724265,0,0,2024-06-17
1017,2024-01-05,MY,1055,236,2.66,46,33.320515523181896,0,1,2024-01-10
1018,2024-03-23,SG,1018,297,15.92,42,83.29209899521146,0,0,2024-03-27
1019,2024-05-02,TH,1045,248,11.68,58,48.550582198154835,0,0,2024-05-04
1020,2024-03-18,TH,1014,258,11.23,51,71.03776929599249,0,0,2024-03-21
1021,2024-06-02,VN,1031,209,57.41,66,82.28000105800196,0,1,2024-06-05
1022,2024-03-02,MY,1048,229,87.38,63,66.02328991927882,0,0,2024-03-04
1023,2024-05-11,MY,1020,284,62.92,56,54.56311832565447,0,0,2024-05-14
1024,2024-03-29,SG,1064,220,51.88,55,93.29057201117143,0,0,2024-03-31
1025,2024-02-11,TH,1069,233,124.12,58,59.47616726069486,0,0,2024-02-12
1026,2024-03-29,SG,1026,272,3.01,55,70.18267747985635,0,0,2024-04-01
1027,2024-05-25,TH,1022,297,9.17,70,61.344338761504986,0,1,2024-05-27
1028,2024-02-09,SG,1046,249,26.76,47,69.8353696399153,0,0,2024-02-12
1029,2024-03-12,TH,1094,275,23.3,58,78.5780325813198,0,0,2024-03-15
1030,2024-02-08,SG,1011,246,27.07,69,86.69684877057819,0,1,2024-02-11
1031,2024-04-13,TH,1084,284,11.56,64,59.91032331929462,0,0,2024-04-15
1032,2024-01-14,PH,1065,283,8.1,57,59.990920117017474,0,0,2024-01-16
1033,2024-02-01,SG,1004,205,35.59,55,60.06591628463788,0,0,2024-02-05
1034,2024-06-27,MY,1008,249,131.59,64,63.5860552083914,0,0,2024-06-30
1035,2024-05-04,VN,1019,299,24.88,60,55.82951692240795,0,0,2024-05-08
1036,2024-06-14,PH,1081,262,2.22,67,48.90896080345537,0,1,2024-06-17
1037,2024-04-06,PH,1062,211,61.24,46,98.14626771109778,0,0,2024-04-07
1038,2024-01-23,SG,1085,240,17.2,51,100.0,0,0,2024-01-24
1039,2024-03-03,VN,1071,230,14.06,56,44.23078960180533,0,0,2024-03-06
1040,2024-05-22,MY,1097,201,19.6,54,90.11569771877784,0,0,2024-05-26
1041,2024-06-01,PH,1072,215,64.33,60,86.2936493018443,0,0,2024-06-04
1042,2024-05-24,MY,1070,200,85.41,67,74.31421467812386,0,1,2024-05-27
1043,2024-02-22,TH,1029,203,44.34,51,94.80957368069653,0,0,2024-02-26
1044,2024-04-13,VN,1081,246,19.47,64,75.72380045961457,0,0,2024-04-14
1045,2024-04-13,ID,1090,264,18.59,64,84.22158016183998,0,0,2024-04-15
1046,2024-06-27,TH,1015,251,6.64,64,73.50011304545511,0,0,2024-06-29
1047,2024-02-08,VN,1084,246,135.38,69,65.80238042639347,1,1,2024-02-11
1048,2024-06-27,SG,1004,298,50.82,64,75.15307338144348,0,0,2024-07-01
1049,2024-05-13,SG,1028,276,1.37,58,75.9107092809572,0,0,2024-05-15
1050,2024-03-07,MY,1046,249,54.29,52,66.13006304812531,0,0,2024-03-08
1051,2024-05-14,PH,1021,244,29.63,43,54.33562303075078,0,0,2024-05-16
1052,2024-06-27,ID,1077,241,179.78,64,45.955534796175016,1,0,2024-07-01
1053,2024-02-11,SG,1056,294,85.48,58,73.27807381003323,0,0,2024-02-15
1054,2024-01-15,VN,1082,283,9.4,65,42.62666272115145,0,1,2024-01-17
1055,2024-04-20,PH,1034,255,63.67,61,56.84939747858131,0,0,2024-04-24
1056,2024-06-05,PH,1087,270,33.23,51,88.48012680959765,0,0,2024-06-06
1057,2024-02-02,VN,1059,256,10.35,47,88.91812383420512,0,0,2024-02-05
1058,2024-06-03,PH,1069,232,59.99,51,78.65931775904005,0,0,2024-06-05
1059,2024-06-12,SG,1059,227,39.64,68,48.33094024960411,0,1,2024-06-16
1060,2024-06-05,VN,1057,243,1.54,51,77.52050973348305,0,0,2024-06-08
1061,2024-02-07,VN,1002,255,52.01,54,98.3853523675941,0,0,2024-02-10
1062,2024-04-06,MY,1033,243,50.39,46,73.43326313331566,0,0,2024-04-07
1063,2024-06-03,ID,1044,283,7.78,51,99.70857951340611,0,0,2024-06-05
1064,2024-02-02,MY,1049,295,21.46,47,85.82478470405307,0,0,2024-02-05
1065,2024-03-26,ID,1001,272,44.08,54,78.80542609438879,0,0,2024-03-27
1066,2024-03-06,VN,1014,233,7.47,48,67.75496633612963,0,0,2024-03-10
1067,2024-01-10,PH,1036,213,95.77,56,54.63756510089683,0,0,2024-01-13
1068,2024-01-05,ID,1014,267,1.39,46,59.58796084942353,0,0,2024-01-06
1069,2024-05-02,VN,1059,228,5.43,58,87.68987197671228,0,0,2024-05-03
1070,2024-03-14,VN,1095,278,6.17,53,75.5756839324848,0,0,2024-03-15
1071,2024-04-06,MY,1084,216,37.55,46,68.8543661694615,0,0,2024-04-07
1072,2024-04-27,MY,1063,282,48.39,63,73.9331068666975,0,0,2024-04-29
1073,2024-02-07,PH,1080,208,25.85,54,74.03942838802442,0,0,2024-02-11
1074,2024-05-20,TH,1097,226,17.03,68,95.84114986981407,0,1,2024-05-22
1075,2024-06-07,SG,1095,248,82.86,46,87.2910122670946,0,0,2024-06-10
1076,2024-02-16,TH,1051,278,3.54,65,76.04409773708909,0,1,2024-02-21
1077,2024-04-18,TH,1022,236,16.45,63,100.0,0,0,2024-04-20
1078,2024-06-28,PH,1098,227,2.0,49,60.39033519985218,0,0,2024-07-01
1079,2024-01-15,ID,1036,249,0.7,65,90.59018649566605,0,1,2024-01-20
1080,2024-06-05,PH,1040,254,21.8,51,59.69742800102293,0,0,2024-06-09
1081,2024-05-15,PH,1056,203,10.83,48,61.01625993293635,0,0,2024-05-17
1082,2024-01-05,VN,1096,284,15.62,46,78.15539564668576,0,0,2024-01-08
1083,2024-06-05,VN,1024,297,86.0,51,54.99177511447694,0,0,2024-06-08
1084,2024-02-16,VN,1036,218,8.9,65,58.852039826126,0,1,2024-02-18
1085,2024-03-08,SG,1039,236,75.76,57,74.6344220625196,0,0,2024-03-12
1086,2024-03-16,ID,1084,203,56.2,57,76.32639422787548,0,0,2024-03-19
1087,2024-06-21,ID,1045,236,19.76,56,53.54150821503465,0,0,2024-06-23
1088,2024-05-09,VN,1059,250,39.54,67,66.51979240888504,0,1,2024-05-13
1089,2024-06-03,TH,1097,231,29.39,51,54.32954247447786,0,0,2024-06-04
1090,2024-04-04,SG,1018,244,6.87,41,100.0,0,0,2024-04-08
1091,2024-04-24,TH,1090,211,118.86,55,68.52272354470807,0,0,2024-04-25
1092,2024-06-12,MY,1008,240,42.15,68,93.66113630454059,0,1,2024-06-15
1093,2024-02-05,ID,1068,255,106.11,49,70.38682761230145,0,0,2024-02-08
1094,2024-01-26,ID,1004,279,86.81,61,59.29269687481174,0,0,2024-01-27
1095,2024-02-12,TH,1088,213,4.16,45,43.912897813763465,0,0,2024-02-14
1096,2024-01-27,SG,1025,253,11.61,51,84.0725009265578,0,0,2024-01-29
1097,2024-03-09,ID,1018,262,7.85,66,77.88557207952974,0,1,2024-03-11
1098,2024-05-27,TH,1029,264,88.83,57,71.43299360613307,0,0,2024-05-29
1099,2024-01-11,PH,1099,257,99.19,53,84.61796652192835,0,0,2024-01-14
1100,2024-03-14,PH,1047,295,37.54,53,55.32160406816114,0,0,2024-03-17
1101,2024-04-13,SG,1015,220,5.5,64,71.05141818048435,0,0,2024-04-16
1102,2024-02-07,TH,1070,203,7.29,54,68.1706446493593,0,0,2024-02-09
1103,2024-05-13,PH,1017,272,83.98,58,60.69740309838762,0,0,2024-05-15
1104,2024-01-23,SG,1055,245,132.39,51,71.07567274563114,1,0,2024-01-26
1105,2024-02-16,VN,1020,285,11.12,65,82.26308692263798,0,1,2024-02-20
1106,2024-03-30,SG,1030,211,0.56,64,70.94530357447701,0,0,2024-04-03
1107,2024-02-15,MY,1000,229,20.1,66,82.84272039270084,0,1,2024-02-17
1108,2024-04-16,VN,1002,293,1.55,49,68.3802866632527,0,0,2024-04-19
1109,2024-05-19,TH,1094,295,88.01,49,55.045934187973046,0,0,2024-05-21
1110,2024-05-20,VN,1024,259,33.82,68,87.62467438408498,0,1,2024-05-22
1111,2024-04-13,VN,1007,299,51.34,64,92.98556502163139,0,0,2024-04-15
1112,2024-04-20,TH,1064,270,26.51,61,69.2612509612049,0,0,2024-04-22
1113,2024-04-13,TH,1061,280,21.19,64,81.5169942511586,0,0,2024-04-17
1114,2024-02-29,PH,1006,264,12.56,42,69.52382088382046,0,0,2024-03-03
1115,2024-06-19,MY,1006,213,73.6,58,65.19394719085449,0,0,2024-06-23
1116,2024-04-09,TH,1007,243,59.46,55,100.0,0,0,2024-04-10
1117,2024-03-08,ID,1018,225,22.37,57,59.65225858512187,0,0,2024-03-10
1118,2024-05-12,ID,1016,290,19.37,49,87.54502754432873,0,0,2024-05-14
1119,2024-04-29,MY,1010,215,0.06,59,70.33521925847035,0,0,2024-05-02
1120,2024-02-06,SG,1048,206,3.28,54,79.89073503157645,0,0,2024-02-08
1121,2024-03-12,SG,1010,231,48.81,58,78.27935522176442,0,0,2024-03-14
1122,2024-05-06,ID,1040,288,36.14,56,44.59063090573018,0,0,2024-05-10
1123,2024-04-15,TH,1061,294,28.53,62,65.21098718806508,0,0,2024-04-18
1124,2024-04-01,MY,1051,215,87.87,52,56.42967395569614,0,0,2024-04-04
1125,2024-01-31,SG,1065,277,35.05,47,67.73587968695885,0,0,2024-02-03
1126,2024-05-01,SG,1067,288,24.27,59,60.69979638017569,0,0,2024-05-03
1127,2024-05-16,VN,1091,261,8.79,63,63.73932456784822,0,0,2024-05-20
1128,2024-02-20,ID,1096,229,85.93,52,66.18315782969762,0,0,2024-02-21
1129,2024-01-29,TH,1074,270,42.93,62,53.3926613625298,0,0,2024-01-31
1130,2024-02-09,MY,1066,211,4.85,47,67.65241819233594,0,0,2024-02-13
1131,2024-02-10,SG,1039,266,52.33,42,35.72277141673442,0,1,2024-02-12
1132,2024-01-11,VN,1004,290,27.68,53,55.592026407813435,0,0,2024-01-13
1133,2024-05-30,ID,1084,245,83.4,62,87.09311046609534,0,0,2024-06-01
1134,2024-01-01,ID,1021,282,125.61,51,72.64824563474474,0,0,2024-01-02
1135,2024-02-15,MY,1036,242,45.87,66,64.04383600763998,0,1,2024-02-18
1136,2024-04-10,SG,1010,254,65.77,65,69.33254746431945,0,1,2024-04-13
1137,2024-05-28,MY,1043,244,2.91,71,59.69689871541748,0,1,2024-05-31
1138,2024-03-30,MY,1085,259,41.08,64,58.044749427491894,0,0,2024-04-03
1139,2024-04-19,PH,1052,270,70.39,49,90.39380478698448,0,0,2024-04-23
1140,2024-06-12,VN,1076,279,34.33,68,50.78383682925258,0,1,2024-06-15
1141,2024-02-26,ID,1060,231,45.01,69,77.45226198229066,0,1,2024-03-02
1142,2024-01-01,PH,1066,207,114.61,51,78.93856758797136,0,0,2024-01-03
1143,2024-03-03,TH,1012,276,11.04,56,78.98683589058311,0,0,2024-03-07
1144,2024-02-24,ID,1091,261,5.17,52,57.87135391014125,0,0,2024-02-28
1145,2024-04-24,ID,1010,274,58.66,55,74.00601547221679,0,0,2024-04-28
1146,2024-06-16,VN,1010,219,86.54,59,79.9532746650656,0,0,2024-06-17
1147,2024-05-22,TH,1084,217,95.02,54,76.35938736165306,0,0,2024-05-24
1148,2024-05-28,SG,1084,205,51.31,71,96.92037488373816,0,1,2024-05-30
1149,2024-06-23,TH,1006,283,89.55,55,82.6324564592723,0,0,2024-06-27
1150,2024-02-22,SG,1016,295,60.31,51,88.59375322979649,0,0,2024-02-26
1151,2024-05-16,TH,1047,228,4.57,63,74.03753995743837,0,0,2024-05-18
1152,2024-06-28,MY,1013,203,71.78,49,60.037100945896114,0,0,2024-07-01
1153,2024-02-26,TH,1062,270,9.88,69,61.69186148600159,0,1,2024-02-29
1154,2024-04-26,PH,1063,242,13.5,54,51.14874253680125,0,0,2024-04-29
1155,2024-06-02,PH,1096,283,25.1,66,54.490362740550694,0,1,2024-06-07
1156,2024-06-17,VN,1074,233,18.89,56,77.92895072377566,0,0,2024-06-18
1157,2024-02-04,SG,1076,299,19.4,57,69.7139289886943,0,0,2024-02-06
1158,2024-03-03,ID,1064,270,9.27,56,70.48834141332128,0,0,2024-03-06
1159,2024-01-25,VN,1033,232,17.4,68,100.0,0,1,2024-01-29
1160,2024-03-30,PH,1008,214,0.99,64,88.25889305364616,0,0,2024-04-02
1161,2024-03-15,PH,1076,295,32.02,63,72.5093001572667,0,0,2024-03-17
1162,2024-02-07,SG,1036,285,73.18,54,72.59344652711212,0,0,2024-02-09
1163,2024-05-09,PH,1029,239,99.11,67,62.315124186922496,0,1,2024-05-13
1164,2024-05-14,PH,1040,292,85.86,43,63.045375556962284,0,0,2024-05-15
1165,2024-06-10,SG,1044,288,26.93,50,96.56038753149603,0,0,2024-06-13
1166,2024-03-31,PH,1046,204,65.55,38,62.22104898313705,0,0,2024-04-01
1167,2024-01-17,ID,1006,277,16.98,71,67.32119190319355,0,1,2024-01-20
1168,2024-05-07,MY,1013,249,2.86,56,60.649402275330566,0,0,2024-05-09
1169,2024-06-19,VN,1047,298,56.35,58,53.99701618537616,0,0,2024-06-21
1170,2024-04-17,ID,1005,265,52.32,63,72.14324459181958,0,0,2024-04-21
1171,2024-06-27,ID,1033,288,80.88,64,51.31617644529881,0,0,2024-06-28
1172,2024-05-31,MY,1079,253,47.87,62,83.34100680839569,0,0,2024-06-04
1173,2024-01-25,VN,1099,279,8.53,68,84.18607180558328,0,1,2024-01-28
1174,2024-06-28,ID,1045,245,95.92,49,63.56841714796688,0,0,2024-07-01
1175,2024-03-28,PH,1058,279,49.34,51,75.5315131795777,0,0,2024-03-31
1176,2024-06-09,MY,1069,210,82.41,67,66.07551153071546,0,1,2024-06-14
1177,2024-06-25,VN,1007,248,74.38,60,40.105268202332624,0,0,2024-06-28
1178,2024-01-29,TH,1023,298,17.68,62,64.09757389744036,0,0,2024-01-31
1179,2024-03-03,SG,1066,222,3.87,56,66.81745691703821,0,0,2024-03-07
1180,2024-05-29,PH,1003,254,9.71,46,83.03830567977771,0,0,2024-06-01
1181,2024-06-02,MY,1095,204,4.87,66,95.49969709936519,0,1,2024-06-07
1182,2024-06-04,SG,1000,263,13.95,59,71.08819922910266,0,0,2024-06-05
